step,cx,cy,cz,ex,ey,ez,peak_x,peak_y,peak_z,n_core_points,omega_x,omega_y,omega_z
511,-25.1,49.4,-15.6,5.5,32.0,8.0,-26,11,-21,8,-0.004041584195601057,-0.001303528441049617,0.00823480176522178
512,-24.5,52.1,-13.6,5.5,32.0,10.0,-26,11,-21,9,-0.012616141356493691,0.0030950963278278433,0.001982592437104869
513,-19.8,20.2,-15.1,9.5,57.0,21.5,-26,11,-21,7,-0.008054506682654996,-0.002071324610182444,0.005849631176046227
514,-11.8,27.1,-5.5,23.0,41.5,21.5,-18,71,-21,12,-9.796024602497866e-05,0.0006891891271422275,-0.011600203126449882
515,-17.4,34.3,-11.4,21.0,41.5,21.5,-22,11,-21,12,0.0010115674751689648,-0.000994881426651284,0.011446076633594187
516,-22.2,36.9,-18.9,7.5,32.0,8.0,-22,11,-21,7,-0.0005940832015454767,2.3302701200516896e-05,0.010609580704232947
517,-21.1,36.9,-14.0,9.5,73.0,21.5,-14,71,-21,11,0.00013035555499712367,0.0005335467768150319,0.011185512131022673
518,-20.0,30.6,-21.0,9.5,30.0,0.0,-29,11,-21,6,0.002015802575514696,0.0009164352173408609,0.00271789203100451
519,-27.6,11.0,-21.0,1.5,0.0,0.0,-29,11,-21,2,-0.001905005690371834,-0.035689503389828334,0.02592569703242202
520,-29.0,-30.8,0.9,0.0,41.0,21.5,-29,-71,22,2,0.008280577720055728,-0.010698158663351973,0.0031366591309893613
521,-29.0,11.0,-21.0,0.0,0.0,0.0,-29,11,-21,1,0.006333943456411362,-0.03607875853776932,0.027336101979017258
522,-28.0,-44.7,8.2,1.5,41.0,21.5,-29,-71,22,3,0.0027923585061102848,-0.0005531639825019669,-5.867589891359375e-06
523,-28.0,-44.4,8.0,1.5,41.0,21.5,-29,-71,22,3,0.0024869047069004356,-0.0003500348531304017,-0.00012887590702246132
524,-14.8,24.2,-12.6,13.5,57.0,21.5,-29,11,-21,5,-0.0002394401569222013,-0.004318166583807781,-0.001072443292689009
525,-22.7,-16.1,0.8,11.5,71.0,21.5,-29,-71,22,4,0.019763136280176518,9.472885299000497e-05,0.0014958305047857827
526,-16.7,13.1,-5.8,13.5,73.0,21.5,-29,11,-21,6,0.00010143104800615496,0.0022736896924246785,0.005216084674623793
527,-12.7,51.5,-19.7,13.5,32.0,2.0,-29,11,-21,3,-0.005045775365539019,-0.0006803042718310692,0.005563121062736595
528,-17.3,21.7,-5.7,15.0,73.0,21.5,-29,-71,22,7,0.004749061544036433,0.0012153767463729606,0.00539214000130125
529,-21.7,-26.7,5.0,13.5,71.0,21.5,-29,-71,22,5,-0.0021636702135574277,-0.00036567467605232184,-0.0006878893117658071
530,-17.3,32.5,-10.3,15.0,73.0,19.5,-2,71,-21,5,0.005440595797333832,0.0005106871270006106,0.004920500056921306
531,-20.2,10.0,-0.6,15.0,73.0,21.5,-29,-71,22,8,0.0019713455636213187,-0.0005031926212347747,0.009795939842963508
532,-19.6,-0.0,-2.1,15.0,71.0,21.5,-29,-71,22,7,-7.389769266163038e-05,-0.0063399555130819515,0.0008646937569796026
533,-29.0,5.1,-7.3,0.0,71.0,21.5,-29,11,-21,3,0.0016983123370644807,-0.0026388110893743625,0.003762539299311507
534,-28.3,-14.9,0.3,1.5,71.0,21.5,-29,11,-21,4,0.00799606169933168,0.0027022981055525226,0.0024893569273482315
535,-27.1,-24.0,3.9,3.5,71.0,21.5,-29,11,-21,5,0.0004208832149590779,-0.007285986279242503,-0.0005225907891311753
536,-29.0,41.1,-21.0,0.0,30.0,0.0,-29,71,-21,2,0.004894538143850713,0.002448742804775298,-0.01356022111143636
537,-26.8,52.1,-15.9,3.5,32.0,8.0,-29,71,-21,3,-0.0012038684180628856,0.0015638163556404509,0.015323904580333125
538,-29.0,41.3,-21.0,0.0,30.0,0.0,-29,71,-21,2,0.003087953292708156,0.001883137721753658,-0.01624181710194241
539,-29.0,41.8,-21.0,0.0,30.0,0.0,-29,71,-21,2,0.00035344289887719775,-0.0009467286988082786,-0.020326507085222635
540,-29.0,41.3,-21.0,0.0,30.0,0.0,-29,71,-21,2,-0.000521668555350433,-0.0005231883552718661,-0.017448280977929016
541,-29.0,6.2,-7.6,0.0,71.0,21.5,-29,71,-21,3,0.002663125640249816,-0.00043335498027375534,0.006489631145433311
542,-29.0,40.3,-21.0,0.0,30.0,0.0,-29,11,-21,2,-0.000834526283978776,0.0032659601999788053,-0.01010981212853735
543,-29.0,39.9,-21.0,0.0,30.0,0.0,-29,11,-21,2,0.0009465368417887541,0.004050761983847629,-0.007417342802704576
544,-29.0,39.7,-21.0,0.0,30.0,0.0,-29,11,-21,2,0.0024834972344827816,0.00466120825565262,-0.005574448429572218
545,-28.3,-13.5,-2.2,1.5,71.0,19.5,-29,11,-21,4,0.000737915259575445,-0.00151147595619168,0.003059678777020891
546,-27.8,3.2,-5.9,1.5,71.0,19.5,-29,11,-21,5,0.0031410894495710073,0.0015691866505878717,-0.0025942206453566036
547,-28.1,50.4,-21.0,1.5,30.0,0.0,-29,11,-21,3,0.011885063656216503,0.0020625225780535206,0.027686506764114223
548,-27.8,2.4,-4.0,1.5,71.0,21.5,-29,11,-21,5,0.0028970113254989816,0.0005501468264964467,-0.0034106851755911953
549,-26.8,5.0,-7.4,3.5,71.0,21.5,-29,11,-21,3,0.0022536303447692214,0.0005790919535894965,0.002659195098194341
550,-26.8,4.6,-7.3,3.5,71.0,21.5,-29,11,-21,3,0.0019023882919192686,-8.243222825428539e-05,0.001043182258218887
551,-28.0,30.4,-21.0,1.5,30.0,0.0,-29,11,-21,3,0.0006904031282114891,0.0003168038768227979,-0.0032143175997318162
552,-28.0,30.3,-21.0,1.5,30.0,0.0,-29,11,-21,3,4.4222754199648126e-05,-0.00047354408454583464,-0.00521086023768309
553,-26.4,4.0,-7.0,3.5,71.0,21.5,-29,11,-21,6,0.003810032657319093,-0.0005414085199953228,-0.0010252588204791135
554,-26.4,4.0,-8.2,3.5,71.0,19.5,-29,11,-21,6,0.0025733716800069584,0.000676748538416645,-0.0005113657060813016
555,-25.2,-30.6,6.1,5.5,71.0,21.5,-22,-71,22,9,-0.0036472641405204593,-0.0021590130563491545,-0.00596498389992252
556,-25.2,-7.6,-1.4,5.5,71.0,19.5,-26,-71,18,8,0.0019054021259935472,0.003006547863130078,-0.006796357439639488
557,-24.6,-51.6,13.9,5.5,71.0,21.5,-26,-71,22,7,-0.006075805937748568,-0.008733738653828461,-0.0191760868674626
558,-24.6,13.5,-9.9,5.5,71.0,19.5,-29,71,-21,7,0.0015264044372049967,0.007195131282802294,-0.0005495232280940915
559,-21.3,-59.3,13.6,7.5,41.0,21.5,-22,-71,22,7,0.006747511337163291,-0.0024015716361688623,0.017619092315871845
560,-21.3,-59.7,13.8,7.5,41.0,21.5,-22,-71,22,7,0.004165233417447504,-0.0017176080466269168,0.014238859970517726
561,-21.2,-47.9,8.8,7.5,41.0,21.5,-18,-71,22,7,-0.00030383296054825874,0.001875777610892394,-0.003975586555702085
562,-20.3,-61.3,13.9,7.5,41.0,21.5,-18,-71,22,8,-0.0021168634677874642,-0.0011014112796938328,-0.0020254818233202696
563,-19.2,-53.0,9.9,9.5,41.0,21.5,-18,-71,22,9,-0.004968802374199519,-0.0027284381806181395,-0.012173725493411438
564,-21.9,-29.2,0.1,7.5,41.0,21.5,-29,11,-21,6,0.0028784078767951134,-0.008848286673895147,6.671897575707592e-05
565,-20.2,-35.3,1.0,9.5,41.0,19.5,-29,11,-21,7,-0.0038189300582099957,-0.00834876065673983,-0.0004075098579361101
566,-17.9,-55.3,10.5,8.0,41.0,19.5,-18,-71,18,5,-0.004330532640295165,-0.0025868289717570227,-0.004265268964824273
567,-16.0,-71.0,18.0,6.0,0.0,0.0,-18,-71,18,4,0.02539242419153504,-0.004252482435110177,0.056315439841096875
568,-16.0,-71.0,18.0,6.0,0.0,0.0,-18,-71,18,4,0.022881861195925886,-0.005494428347898632,0.055560921227923325
569,-16.0,-71.0,18.0,6.0,0.0,0.0,-18,-71,18,4,0.014772751847770594,-0.006019010569470083,0.057378192859413514
570,-18.0,-71.0,22.0,4.0,0.0,0.0,-18,-71,22,3,0.017143369659776985,-0.007463283056295727,0.05780831060482231
571,-18.0,-71.0,17.9,4.0,0.0,4.0,-18,-71,14,6,0.014485797820914487,-0.0034593007483893073,0.051347679372588634
572,-18.0,-50.9,9.5,8.0,41.0,21.5,-18,-71,22,8,-0.00047442629784812064,0.0022224989010496583,-0.01499549903082768
573,-18.0,-44.0,3.9,8.0,41.0,19.5,-14,-71,18,6,0.0013242745244128001,0.0003604112326530314,-0.0028077391272901975
574,-13.4,-59.8,12.6,8.0,41.0,21.5,-14,-71,14,7,0.005064329490538363,0.0006965066185360848,0.009633361512778948
575,-14.0,-71.0,22.0,4.0,0.0,0.0,-14,-71,22,3,0.024545537817443962,-0.00445795397793155,0.053457718325895985
576,-10.7,-71.0,16.6,6.0,0.0,4.0,-14,-71,14,6,0.02411004974145539,0.0014016970992332474,0.048055579907464105
577,-10.0,-71.0,16.1,4.0,0.0,4.0,-10,-71,18,4,0.025525748095780194,-0.001851240916030665,0.050889863581092966
578,-11.7,-59.9,11.5,6.0,41.0,21.5,-10,-71,14,7,0.004646945384025528,0.0006963094318742619,0.007822941440506999
579,-10.7,-57.7,10.9,6.0,41.0,21.5,-10,-71,14,6,0.003882468350515158,0.0008061311071595706,0.008486096637680013
580,-16.1,-8.6,-11.7,6.0,41.0,19.5,-18,11,-21,4,0.001875182152651936,0.0012221503212288846,0.0028953183473163805
581,-14.0,-29.7,-3.6,8.0,41.0,17.5,-18,11,-21,6,0.0030488442158986,-0.008547753712811593,0.00041526916886919566
582,-14.0,-29.8,-3.6,8.0,41.0,17.5,-18,11,-21,6,0.003912161560334481,-0.007725634509714997,-0.0026855954135583987
583,-10.0,-50.3,6.2,8.0,41.0,19.5,-10,-71,18,8,-0.007288109643057798,0.006181437042188724,-0.016080767683596918
584,-10.1,-43.1,3.0,8.0,41.0,19.5,-14,11,-21,9,0.003552915354553066,0.0011241947904914798,-0.001977816498636356
585,-12.0,-29.3,-3.8,6.0,41.0,17.5,-14,11,-21,6,0.0051641831879401705,-0.003881496353873678,-0.003170103878239586
586,-8.8,-46.5,7.2,8.0,41.0,21.5,-10,-71,22,10,0.0010116665517882625,-0.0008571239356626623,-0.003160389175951458
587,-6.7,-71.0,16.6,6.0,0.0,4.0,-10,-71,14,6,0.022963459080138915,0.002366313385300079,0.04416204070522897
588,-10.0,-71.0,14.0,4.0,0.0,0.0,-10,-71,14,3,0.022509096256272076,0.013565578590606713,0.04796622787617499
589,-8.0,-50.6,9.4,6.0,41.0,21.5,-6,-71,22,8,-0.004790224287448047,0.00045453242654598625,-0.012429391319545279
590,-7.0,-45.6,5.1,9.5,41.0,21.5,-14,11,-21,10,0.0015755453653476964,0.001315914006904124,-0.003889968705944486
591,-4.8,-51.9,8.0,11.5,41.0,21.5,-2,-71,14,13,-0.004128495231059514,0.001507083118885681,-0.012321043949113101
592,-4.5,-71.0,15.2,5.5,0.0,4.0,-6,-71,18,7,0.02121192978494069,-0.0014754243555237944,0.04694554564873484
593,-6.0,-71.0,14.0,4.0,0.0,0.0,-6,-71,14,3,0.02162493177080802,0.016044710172268488,0.05399726764328744
594,-5.0,-71.0,16.3,5.5,0.0,2.0,-6,-71,18,7,0.027968616471254776,0.004592941766814298,0.050301783850866595
595,-4.2,-71.0,15.9,5.5,0.0,2.0,-6,-71,14,6,0.02998198160576709,0.006991219749056836,0.052163099250437876
596,-3.8,-71.0,16.5,5.5,0.0,4.0,-2,-71,18,5,0.032793280778755575,-0.002380238562640311,0.05140005681818803
597,-3.0,-71.0,15.3,5.5,0.0,2.0,-6,-71,14,6,0.029552042759883077,0.010651315996403538,0.052420911931740304
598,-3.0,-71.0,15.3,5.5,0.0,2.0,-6,-71,14,6,0.025355457136919897,0.01135449398690078,0.051732287073594896
599,-1.6,-59.6,14.7,7.5,59.0,21.5,-2,-71,22,10,0.003479286680198193,0.00043840481231101786,0.007502921960338074
600,-1.4,-71.0,17.2,7.5,0.0,4.0,-2,-71,14,11,0.022488104225683397,-0.005923556798320955,0.04869775283754494
601,-2.3,-71.0,18.1,3.5,0.0,4.0,-2,-71,22,6,0.02177329154977924,-0.002336985120021769,0.04805140025322022
602,-0.5,-71.0,14.1,5.5,0.0,4.0,-2,-71,18,8,0.02551287080229456,-0.001738030685241952,0.04699950979854271
603,-1.1,-71.0,14.5,5.5,0.0,4.0,1,-71,18,9,0.024498399186656816,0.0003254038383846071,0.05029983121596515
604,-0.7,-71.0,16.8,7.5,0.0,4.0,-6,-71,14,11,0.02187714091063957,0.0034587822172450653,0.05122424355853013
605,0.2,-71.0,18.0,5.5,0.0,4.0,1,-71,22,10,0.02469247806154365,0.0006714880775862085,0.049020167409810085
606,3.1,-71.0,18.0,5.5,0.0,4.0,1,-71,14,8,0.028887476316321957,-0.0037212098934393148,0.05183991778621006
607,3.1,-71.0,18.0,5.5,0.0,4.0,1,-71,14,8,0.031544095632076274,-0.0034513969348953727,0.052743072794879754
608,4.3,-71.0,18.4,5.5,0.0,4.0,5,-71,18,10,0.03671325402601524,-0.0024557324965573907,0.050007337923740194
609,4.3,-71.0,17.6,5.5,0.0,4.0,5,-71,14,10,0.03096181553226506,-0.0032307124931487165,0.05487551089182535
610,5.0,-71.0,18.0,4.0,0.0,4.0,5,-71,22,7,0.032342901625152944,-0.004294071415619244,0.052736995293791694
611,5.4,-60.6,11.0,6.0,59.0,19.5,5,-71,14,11,0.002217894669656742,0.0027791585297430323,-0.0030044409360931506
612,6.5,-60.7,11.4,6.0,59.0,19.5,9,-71,14,11,-0.00015217946118417582,0.002209933801317563,-0.0037561592608789593
613,6.8,-49.8,10.6,6.0,59.0,21.5,9,-71,22,11,-0.004178420572271806,-0.002942278014064523,-0.011357953896230245
614,7.0,-41.0,8.4,6.0,59.0,21.5,5,47,-21,12,0.0017826588118245333,-0.000668517689748978,-0.0013662076122956156
615,6.4,-38.5,6.9,6.0,59.0,21.5,5,47,-21,11,0.004080638560039883,-0.0005532703099504217,-0.0005244931333127032
616,6.0,-25.4,3.4,4.0,59.0,21.5,5,47,-21,8,-0.0026987592613334456,-0.015529102154382047,-0.008330906040370893
617,6.2,-34.4,4.3,6.0,59.0,21.5,5,47,-21,10,0.0010525675505083628,-0.0062405982847087505,0.006604924475906186
618,6.6,-34.4,5.5,6.0,59.0,21.5,5,47,-21,10,0.0009480712836175162,-0.002383437195384306,0.00498775194292369
619,7.5,-38.0,4.2,6.0,59.0,21.5,9,47,-21,11,0.000937931665761571,-0.002676606951702087,0.0008656786988047935
620,8.1,-35.0,3.8,6.0,59.0,19.5,9,47,-21,10,0.0005943556861527469,-0.008473128004572509,0.010602301861766139
621,9.3,-35.1,3.9,8.0,59.0,19.5,9,47,-21,10,0.00041318092878869604,-0.0073815971269569096,0.008729729781601353
622,7.9,-37.8,7.4,6.0,59.0,21.5,9,47,-21,11,0.0028690043316008285,-0.0027175401542420085,0.00020034478104103426
623,9.1,-13.1,-9.3,4.0,59.0,11.5,9,-71,2,6,0.011489908765787794,-0.006340020603141653,0.008079718759035815
624,7.4,-35.0,6.1,6.0,59.0,21.5,9,47,-21,10,-0.0038541632923952103,0.00019476107396099385,0.00700544471577745
625,8.6,-33.8,1.6,8.0,59.0,21.5,9,47,-21,10,0.0034693787034362263,-0.020142354221312435,0.0035463957078162127
626,12.2,-25.2,-6.9,4.0,59.0,11.5,13,-71,2,5,-0.0038643250477888996,-0.004696567660104035,-0.0005404964000445524
627,11.8,-23.5,1.9,6.0,59.0,21.5,13,-71,18,10,-0.0027027394495316727,-0.016971593660473665,0.0028627274120451044
628,12.5,-27.4,2.6,4.0,59.0,19.5,13,-71,18,8,-0.015646832930344863,7.47342900831936e-05,-0.020552018201857626
629,13.8,-35.0,3.7,4.0,59.0,19.5,13,47,-21,10,0.0035937406816727246,-0.008513942304130143,0.01055135487064898
630,13.8,-24.9,2.8,4.0,59.0,19.5,13,-71,18,5,-0.005070888692505035,-0.017520080582353,-0.005233241783987611
631,11.6,-23.0,7.4,6.0,59.0,21.5,13,47,-21,11,-0.0039096900884917785,-0.015933808336622467,-0.0025321548791251984
632,14.0,-26.5,2.3,6.0,59.0,19.5,17,47,-21,8,-0.013488604188501736,-0.005087343638184885,-0.0161245989079802
633,16.9,47.0,-21.0,4.0,0.0,0.0,17,47,-21,3,0.005252330224547065,-0.05546872085209041,-0.01020455658006089
634,6.0,53.7,-16.2,25.0,14.0,10.0,17,47,-21,4,0.006954318280278652,0.0038575339526188976,0.004124631345552973
635,-0.8,57.1,-17.1,25.0,14.0,10.0,17,47,-21,5,0.0031820558794476866,0.00019037084037982935,-0.00862427426642864
636,8.1,29.8,-12.7,25.0,73.0,11.5,17,47,-21,5,0.0008762013851227323,0.00015074249883839468,-0.0061942204295149135
637,1.9,36.8,-11.5,25.0,73.0,19.5,17,47,-21,6,-0.0017858730577742093,-8.960379807533965e-05,0.009397018436116764
638,5.1,-5.2,0.1,25.0,73.0,21.5,-29,71,-21,12,0.005632068238308101,0.004084273554440453,-0.005132625575274541
639,-3.0,42.4,-13.8,25.0,73.0,11.5,-29,71,-21,7,-0.0067938258338511226,0.0017166898571541645,-0.0072055340990182515
640,-1.2,57.3,-17.1,25.0,14.0,10.0,17,47,-21,5,0.0017801524601119912,0.0010869191159565029,-0.009692387158432346
641,1.7,35.3,-3.9,25.0,45.5,21.5,-29,71,-21,9,-0.0007852569065938923,-0.004820591802570986,0.012964512467050762
642,-3.7,60.1,-16.5,27.0,14.0,10.0,21,47,-21,6,0.001646184477396768,0.0001533340862192959,-0.014487163160706319
643,-12.9,64.6,-14.5,25.0,14.0,10.0,-29,71,-21,3,-0.0001161863865103,-0.0013020976302963764,0.005475405423071499
644,-28.0,72.3,-14.6,1.5,2.0,10.0,-29,71,-21,3,-0.007141529566326107,-0.008679994473625899,-0.018096537629301086
645,-28.0,72.3,-14.6,1.5,2.0,10.0,-29,71,-21,3,-0.00702635543529025,-0.009102682638011932,-0.0180620869616416
646,-28.0,72.3,-14.6,1.5,2.0,10.0,-29,71,-21,3,-0.005900500709708735,-0.009040926297971263,-0.018134622639426612
647,-28.0,72.3,-14.4,1.5,2.0,10.0,-29,71,-21,3,-0.006423405435155477,-0.007850843519394862,-0.018614918138656514
648,-27.5,73.0,-11.2,1.5,2.0,10.0,-29,71,-21,4,-0.005368977412721323,-0.0017120645304423534,-0.021377856361787392
649,-27.5,73.0,-11.2,1.5,2.0,10.0,-29,71,-21,4,-0.006071508812997453,-0.0016491672209689872,-0.021531338938636176
650,-27.2,50.7,-4.9,1.5,59.0,21.5,-29,71,-21,5,0.0034654299636142217,0.003330468502188516,0.016353844690097923
651,-27.5,34.8,-0.4,1.5,59.0,21.5,-29,71,-21,6,0.002654493036345437,0.0003899780019732484,0.03618062649938949
652,-26.8,50.3,-3.4,3.5,41.5,21.5,-29,71,-21,7,0.0028665222196825532,0.0023493401510493294,0.011231724731679507
653,-26.1,30.1,2.8,3.5,59.0,21.5,-29,75,-1,11,-0.0026359661427618575,-0.0022535574137835584,0.004799044548598612
654,-25.8,37.4,2.1,3.5,59.0,21.5,-26,71,-21,10,0.005985507959998538,0.017481554408579368,0.007130837966246947
655,-7.4,39.9,-0.1,29.0,45.5,21.5,-26,71,-21,8,0.002134749939606385,0.02283889692022815,-0.011194726196205785
656,-25.7,73.0,-11.0,3.5,2.0,10.0,-29,75,-1,6,-0.010661387049606178,-0.0006846754846382987,-0.01871062089102077
657,-25.7,73.0,-10.9,3.5,2.0,10.0,-29,75,-1,6,-0.00978461908008973,-0.0007216393200030886,-0.01689227948404403
658,-25.7,73.0,-10.8,3.5,2.0,10.0,-29,75,-1,6,-0.006987478947275148,0.00021030911908765052,-0.01628601372408862
659,-24.5,47.9,-4.9,5.5,59.0,21.5,-29,75,-1,9,0.00010266465842637465,0.0027621089716059507,0.0054932777132025035
660,-19.4,43.2,-4.3,29.0,73.0,21.5,-26,71,-21,10,-0.004785828639705524,-0.0006591869515937996,-0.021986363510208766
661,-24.2,62.8,-8.2,5.5,41.5,21.5,-22,71,-21,8,-0.000525135738232814,-0.0033987737273056063,0.007624922483760769
662,-12.7,31.9,2.1,29.0,59.0,21.5,-22,71,-21,10,-0.0017279317966242861,-0.0032340823911523276,0.0015047622234479526
663,-21.5,41.2,-0.5,7.5,59.0,21.5,-18,-43,22,11,0.004836583106699383,0.019619811347410924,-0.012503853447781668
664,-14.1,58.4,-2.9,29.0,45.5,21.5,-22,75,-1,12,-0.002340553891691584,-0.016866482113559515,-0.007047494789506364
665,-20.5,29.4,4.9,6.0,59.0,21.5,-18,-43,22,8,0.00018306261599136908,-0.0008302156941908345,0.009933034787164414
666,-20.3,2.7,13.1,6.0,59.0,11.5,-18,-43,22,5,0.0070964934996685,0.004518880697999797,0.012669816956399335
667,-20.0,15.3,10.6,6.0,59.0,11.5,-18,-43,22,6,3.209662023899986e-05,0.016476428492995947,-0.007606928510870526
668,-22.0,75.0,-1.9,4.0,0.0,2.0,-22,75,-1,4,-0.01659673085716808,-0.007903427164644244,-0.06063849250961508
669,-20.2,23.9,8.4,6.0,59.0,13.5,-18,-43,22,7,-0.004737570342575968,0.001554542404100467,0.008675158479287653
670,-20.0,36.1,5.9,6.0,59.0,13.5,-22,75,-1,6,-0.0006106248563776198,-0.01282710329094748,-0.0033266664088208815
671,-20.0,75.0,-2.3,6.0,0.0,2.0,-22,75,-1,6,-0.012630146389985681,-0.007493623987104961,-0.06184508911651966
672,-19.0,45.1,3.8,6.0,59.0,13.5,-22,75,-1,8,0.004273988991282929,0.001322489488929056,0.003952307455290389
673,-18.0,35.0,5.9,8.0,59.0,13.5,-14,-43,22,9,-0.002699450746844284,-0.01797352366620933,0.003537757470585534
674,-19.3,49.3,2.7,6.0,59.0,13.5,-18,75,-1,9,0.0017600551375393852,-0.0005058518619987585,0.0037701860617017613
675,-17.0,29.6,6.9,6.0,59.0,13.5,-14,-43,22,8,0.0006407881227534789,0.0026718192657480527,0.01405767521415974
676,-17.6,39.1,4.8,8.0,59.0,13.5,-14,-43,22,10,0.005453544734007364,0.010460669967464732,-0.020951981696179012
677,-19.1,75.0,-2.7,6.0,0.0,2.0,-18,75,-1,7,-0.010339192184590531,-0.0009663895722807027,-0.06358614351931365
678,-16.0,75.0,-3.0,6.0,0.0,2.0,-18,75,-1,8,-0.009255594984540913,-0.0007537699208116462,-0.06283876966833549
679,-15.8,49.1,2.8,6.0,59.0,13.5,-18,75,-1,9,0.0009291709539355633,-0.000773090216081116,0.0031161536354794325
680,-15.2,51.0,0.5,6.0,59.0,21.5,-18,75,-1,10,0.0016550078431112152,0.0006618224706463801,0.0061343471470251525
681,-15.2,50.4,0.6,6.0,59.0,21.5,-18,75,-1,10,0.0006629976576783689,0.0008051480115194911,0.005821909114310611
682,-14.5,30.0,6.8,8.0,59.0,13.5,-10,-43,22,8,0.0003036277757719396,0.0016283730878287287,0.012053266920808086
683,-15.8,49.5,2.6,6.0,59.0,13.5,-18,75,-1,9,0.0008179613326378664,-0.00012969877462499826,0.004126989017871014
684,-16.9,75.0,-2.7,6.0,0.0,2.0,-18,75,-1,7,-0.015387943269299133,-0.0005921034207121624,-0.05652921583069289
685,-16.8,75.0,-2.7,6.0,0.0,2.0,-14,75,-1,7,-0.01956446902905985,0.0003147163894183982,-0.05495614166595733
686,-14.5,59.0,1.9,8.0,41.5,13.5,-18,75,-1,10,0.000309668333806031,6.398068612750328e-05,0.006697340307978221
687,-16.0,75.0,-2.3,6.0,0.0,2.0,-18,75,-1,6,-0.023140837985645656,-0.0018647642204440108,-0.051316138436253454
688,-15.2,75.0,-2.7,6.0,0.0,2.0,-18,75,-1,7,-0.019623168660796064,0.0002999334646304709,-0.05131354122965789
689,-15.2,75.0,-2.7,6.0,0.0,2.0,-18,75,-1,7,-0.01938574197851377,0.0006192075000771733,-0.04987457438013592
690,-16.0,75.0,-2.3,6.0,0.0,2.0,-18,75,-1,6,-0.023941589071370978,-0.0020317313918602744,-0.04859655556850544
691,-11.2,34.4,5.6,8.0,59.0,13.5,-6,-43,22,9,-0.0011420470007695487,-0.009013629681179969,0.005529999846048165
692,-8.7,12.7,11.4,9.5,59.0,13.5,-2,-43,22,9,-0.0011089914251620244,0.00023661560138702506,0.001437997003254034
693,-11.5,14.4,10.0,8.0,59.0,13.5,-10,-43,22,10,0.0035234683112678653,0.013744378944077795,-0.004539022569895514
694,-11.4,54.6,3.3,10.0,41.5,13.5,-14,75,-1,12,0.0004854628217308253,0.009503807038609379,0.019066421768278295
695,-9.3,46.3,3.6,9.5,59.0,13.5,-14,75,-1,8,-0.0005480728627898501,0.0005025666028171052,0.002592616296210106
696,-8.9,49.4,2.7,9.5,59.0,13.5,-14,75,-1,9,-0.0007752377426267704,0.00021457138276595418,0.0035122073065409435
697,-25.8,3.0,-21.0,3.5,0.0,0.0,-29,3,-21,3,-0.046528750455104025,0.028192610176075685,0.021287417968041088
698,-3.2,-14.9,19.6,7.5,59.0,11.5,1,-43,22,9,-0.0025595970845044736,0.0077366062513854516,0.0037462423196020908
699,-6.5,19.1,9.6,17.0,59.0,21.5,-2,-8,22,11,-0.001909893052944847,-0.01732984313363801,-0.0030317295106376436
700,-5.9,-0.5,12.9,17.0,59.0,21.5,1,-43,22,7,0.0025613321833529924,0.004155813560374524,0.011310724168227487
701,-8.2,-0.3,10.0,17.0,59.0,21.5,1,-43,22,7,0.0045422600534306655,0.0023872651602667703,0.010123264067787317
702,1.3,-43.0,22.0,3.5,0.0,0.0,1,-43,22,3,0.02241901401112524,-0.05301429482770571,0.007757028465194687
703,-9.9,3.0,5.2,17.0,59.0,21.5,1,-43,22,5,0.014096552414475185,-0.0005600523022573495,0.005707532266183412
704,-8.9,2.5,7.4,17.0,59.0,21.5,1,-43,22,6,0.011377710042156076,0.0014649152552285924,0.00629766203430285
705,-8.7,23.0,4.0,17.0,59.0,21.5,-29,75,-21,10,-0.009119607610860251,0.0005702297262006701,0.021856137546433226
706,-9.6,30.7,1.8,17.0,59.0,21.5,-29,75,-21,9,-0.0020500176995840048,-0.003700506079224158,0.0017636765513086767
707,-5.3,-20.6,13.8,15.5,59.0,21.5,-2,-43,22,5,-0.007369219107062879,0.0012602797629747069,0.00217362038595531
708,-7.0,41.6,0.1,19.0,59.0,21.5,5,-43,22,18,-0.0009616662672498352,0.010941057809352195,-0.009751437683778022
709,-8.2,57.4,-2.6,17.0,41.5,21.5,-6,75,-1,14,-0.007761392868712672,-0.00828373718613932,0.0013237480441605936
710,-5.1,44.8,0.7,19.0,59.0,21.5,5,-43,22,12,-0.0011039858532653265,0.00011608419571286808,-0.0016686008025947714
711,-0.3,32.3,5.1,21.0,59.0,21.5,9,-43,22,13,0.0011917474929178298,-0.0036421844451792734,0.0052558070553618405
712,1.6,32.6,10.6,9.5,59.0,13.5,9,-43,22,11,0.0031401712270855424,0.012035910225786237,0.012231399865349173
713,-1.0,37.1,3.4,19.5,59.0,21.5,9,-43,22,14,0.0003637094121782919,0.010946028439948676,-0.0027181744937934144
714,-4.0,64.2,-4.6,17.5,41.5,21.5,1,75,-5,15,-0.0021203545595658638,-0.005810214796531386,0.013279741357247837
715,-2.1,43.6,-0.1,19.5,59.0,21.5,-14,75,-21,19,-0.0005747112724275029,-0.0005743919330903058,-0.008097413797301639
716,-12.2,75.0,-16.6,15.5,0.0,8.0,-14,75,-21,7,-0.0026019486743707474,-0.003197830036629267,0.004929377320013198
717,-6.1,14.2,1.2,15.5,59.0,21.5,5,-43,22,6,-0.003401001026115234,-0.00018808959398594074,-0.0017818421632342526
