step,cx,cy,cz,ex,ey,ez,peak_x,peak_y,peak_z,n_core_points,omega_x,omega_y,omega_z
926,-7.8,7.8,3.8,21.5,59.0,21.5,-14,-43,22,9,0.0005415345062025128,-0.0005227825760348837,-0.0024018615438681917
927,-1.3,50.3,-11.2,19.5,32.0,8.0,-14,75,-5,5,0.0027558835790249606,0.0049397392948242295,0.00823987115061943
928,-14.0,75.0,-5.0,4.0,0.0,0.0,-14,75,-5,3,-0.0031071374949920264,0.025006415694945182,-0.058915553172983824
929,-12.0,75.0,-5.0,6.0,0.0,0.0,-14,75,-5,4,-0.0017289405552601083,0.02370694454016695,-0.05763691162021517
930,-10.1,75.0,-5.0,4.0,0.0,0.0,-10,75,-5,3,0.0006047499358681086,0.02321571776722859,-0.05799780574234901
931,-10.0,75.0,-5.0,4.0,0.0,0.0,-10,75,-5,3,0.002165119534090447,0.023168569661477355,-0.05826152442664028
932,-2.6,59.8,-8.8,17.5,32.0,8.0,-10,75,-5,4,0.000572845302237522,-0.0008582508598412107,-0.01237712189566115
933,5.3,43.4,-12.9,19.5,32.0,8.0,-10,75,-5,6,-0.004707844422850435,0.001389357007810771,-0.004763228832698582
934,2.5,19.6,-1.2,19.5,41.5,21.5,21,11,-21,8,0.00015492462017046283,0.008526241687495207,-0.01225243142290388
935,5.3,18.3,-3.2,21.5,41.5,21.5,21,11,-21,9,-0.0016051279518872299,0.0016560223041492586,-0.007642211066608536
936,4.0,-28.8,8.9,21.5,41.0,21.5,-10,-43,22,8,-0.0011746050319710788,0.0024782204443328103,0.007828458071393799
937,16.7,6.5,-10.8,19.5,9.5,21.5,25,11,-21,4,-0.0005304205763874837,0.0011277342408487331,0.017403228296086315
938,4.1,19.6,-1.2,21.5,41.5,21.5,25,11,-21,8,-0.0012239230849538357,0.01031632366693112,-0.010980400442964335
939,6.4,23.7,-4.4,19.5,41.5,21.5,25,11,-21,7,-0.0011464988083488654,0.008429613584664396,-0.005726570506357116
940,4.8,9.3,2.4,21.5,41.5,21.5,-6,-8,22,8,-0.00046174527914761177,0.0001940230834214838,0.0037395937145379915
941,7.5,11.5,-0.3,19.5,41.5,21.5,29,11,-21,7,0.002663442225425802,0.0028462088510365397,0.012324167658675396
942,6.5,19.7,-1.2,19.5,41.5,21.5,29,11,-21,8,-0.0013764360315166252,0.011159682689154083,-0.011595613831542036
943,6.5,20.2,-1.4,19.5,41.5,21.5,29,11,-21,8,-0.0018452713550335803,0.011434639712004032,-0.010483264553275466
944,12.1,41.8,-13.3,17.5,32.0,8.0,29,11,-21,4,-0.003791150874095074,-0.0025488941698616685,-0.0025808765041977913
945,-2.4,-43.0,22.0,3.5,0.0,0.0,-2,-43,22,3,-0.006052772790293539,-0.06470388315129384,-0.004247228589132594
946,4.8,-9.8,1.1,19.5,35.0,21.5,-6,-8,22,6,0.003990342469232964,0.0020750015100097978,-0.002983026869091083
947,3.5,-15.7,1.0,19.5,35.0,21.5,-6,-8,22,8,-0.0030228386465232958,-0.0022807870672893467,-0.0008917352435892844
948,2.1,-4.4,13.9,19.5,9.5,21.5,-6,-8,22,5,0.0016975502586330312,-0.007741376715447269,0.004239517693396338
949,-4.2,-8.0,22.0,5.5,0.0,0.0,-2,-8,22,4,-0.019713007397943006,-0.051068708102694906,-0.012403035714908566
950,-1.9,24.8,1.0,23.5,41.5,21.5,-2,-8,22,8,0.003340588683311613,-0.016744913736830878,0.007507145007479726
951,-3.1,7.8,13.8,9.5,41.5,21.5,-2,-8,22,5,-0.0013394006612071252,-0.009940147540606653,0.012245411643418237
952,-0.5,-8.0,22.0,5.5,0.0,0.0,-2,-8,22,4,-0.019982915003329185,-0.05199093994418229,-0.013532482049713395
953,-0.6,-8.0,22.0,5.5,0.0,0.0,-2,-8,22,4,-0.021143415130299454,-0.05041360585766807,-0.013577258907912258
954,-2.3,-8.0,22.0,3.5,0.0,0.0,-2,-8,22,3,-0.02473012430996152,-0.051601117952991424,-0.01388315403319033
955,-0.6,-8.0,22.0,5.5,0.0,0.0,-2,-8,22,4,-0.021195847035915295,-0.054195650595734335,-0.013501029643721296
956,-0.5,-8.0,22.0,5.5,0.0,0.0,-2,-8,22,4,-0.023589006640506803,-0.05470968637278697,-0.01344711934819924
957,-0.5,-8.0,22.0,5.5,0.0,0.0,-2,-8,22,4,-0.025245909663590443,-0.053509490847316835,-0.01340190407717548
958,-0.5,-8.0,22.0,5.5,0.0,0.0,1,-8,22,4,-0.026800877856233574,-0.05089642675186463,-0.012607468752220454
959,3.2,-8.0,22.0,5.5,0.0,0.0,1,-8,22,4,-0.01706850873973122,-0.05241794063800117,-0.013503019233451959
960,5.0,-43.0,22.0,4.0,0.0,0.0,5,-43,22,3,-0.00554618919945413,-0.06655383133872261,-0.005018538661220709
961,2.4,11.8,11.7,7.5,41.5,21.5,5,-8,22,4,0.0018240167232071378,-0.006411679971074955,0.0034444997647973263
962,4.5,-22.4,-21.0,9.5,73.0,0.0,-6,75,-21,7,0.0029861968440726,-0.0015819089523938087,0.007602167004995976
963,3.3,-8.0,22.0,5.5,0.0,0.0,5,-8,22,4,-0.024715619087357005,-0.04862682706350523,-0.014683282018920347
964,3.3,-8.0,22.0,5.5,0.0,0.0,5,-8,22,4,-0.029081719086502818,-0.048214150140932346,-0.014214268028028599
965,5.0,-8.0,22.0,4.0,0.0,0.0,5,-8,22,3,-0.028362925679854604,-0.05131905988291943,-0.01460473157252939
966,5.0,-8.0,22.0,4.0,0.0,0.0,5,-8,22,3,-0.027325009917796093,-0.05124537805171337,-0.014826136316004766
967,6.9,-8.0,22.0,6.0,0.0,0.0,5,-8,22,4,-0.026418720362112985,-0.052967183737177376,-0.01535006541947078
968,6.9,-8.0,22.0,6.0,0.0,0.0,5,-8,22,4,-0.027511111280457023,-0.053754042906093466,-0.015719301609004116
969,6.9,-8.0,22.0,6.0,0.0,0.0,5,-8,22,4,-0.030054346220055393,-0.05203239692049073,-0.014907053135888656
970,5.0,-8.0,22.0,4.0,0.0,0.0,5,-8,22,3,-0.040598671503138735,-0.04808540229762568,-0.01295448775878486
971,5.0,-8.0,22.0,4.0,0.0,0.0,5,-8,22,3,-0.040855430734842685,-0.044904409635787665,-0.011918690631411025
972,5.0,-8.0,22.0,4.0,0.0,0.0,5,-8,22,3,-0.0409470341446382,-0.042868094421827437,-0.011343805127972338
973,5.0,-8.0,22.0,4.0,0.0,0.0,5,-8,22,3,-0.038216514790307736,-0.041947736158426424,-0.010489736087269528
974,7.4,-22.8,22.0,9.5,17.5,0.0,5,-8,22,7,-0.00026639615640754215,0.0017026501589296568,0.005601863042121641
975,7.0,-8.0,22.0,6.0,0.0,0.0,5,-8,22,4,-0.03800885820437789,-0.04054132049503054,-0.010783590881302114
976,7.0,-8.0,22.0,6.0,0.0,0.0,9,-8,22,4,-0.037285766474503754,-0.043078485157070565,-0.011801647239644619
977,7.1,-8.0,22.0,6.0,0.0,0.0,9,-8,22,4,-0.036381374543019415,-0.04357185626207963,-0.01197560417684074
978,7.0,-8.0,22.0,6.0,0.0,0.0,9,-8,22,4,-0.03763965972796051,-0.04185798464987372,-0.0115264496175705
979,7.1,-8.0,22.0,6.0,0.0,0.0,9,-8,22,4,-0.0388396243999737,-0.03858696183648447,-0.01074101116879862
980,9.0,-8.0,22.0,4.0,0.0,0.0,9,-8,22,3,-0.036324427244380175,-0.036185098575252435,-0.010987602681122326
981,9.0,-8.0,22.0,4.0,0.0,0.0,9,-8,22,3,-0.03597206389538975,-0.03715233931242989,-0.010881740455923838
982,11.8,10.8,22.0,10.0,33.5,0.0,9,-8,22,7,-0.0048370667670428235,0.006073996300845864,-0.007798322771586821
983,13.4,-20.4,17.6,12.0,21.5,11.5,9,-8,22,10,-0.002940364153593906,0.0005817518968697928,0.0035358331009799644
984,9.7,-28.6,7.9,8.0,31.5,21.5,9,-8,22,6,-0.0035993932555065953,-0.001652192782922215,0.004052760946436709
985,0.2,-8.8,22.0,21.0,2.0,0.0,9,-8,22,5,-0.036817678070643976,-0.014008796296741548,-0.0004868415898768353
986,3.7,0.9,16.3,25.0,35.5,11.5,-29,-12,22,8,0.007884129636462628,0.005804584449696503,-0.0029186766947449337
987,3.1,2.2,15.6,25.0,35.5,11.5,-29,-12,22,7,0.01067183382665453,0.002983407570317592,-0.0061403433891540704
988,9.2,14.7,12.5,27.0,43.5,11.5,-29,-12,22,14,0.008628477093676678,0.013831386328596288,-0.006355301988345936
989,10.6,14.7,11.7,27.0,43.5,11.5,13,-8,22,11,0.006273859721072187,0.014049882711710735,-0.006069536707262146
990,15.2,17.5,9.2,8.0,41.5,11.5,13,-8,22,7,-0.006440795000370536,-0.0031336380018267326,-0.006364622264513359
991,14.9,-6.1,16.6,6.0,4.0,11.5,13,-8,22,4,-0.00521773211697342,-0.002639476563784542,-8.058000317103181e-05
992,25.0,-43.0,22.0,4.0,0.0,0.0,25,-43,22,3,-0.0061427770792627226,-0.05722843795353355,-0.010158257655235283
993,11.9,-13.4,8.1,29.0,65.0,21.5,13,-8,22,15,-6.35679694866214e-05,-0.0016036896539611042,0.00538704782681025
994,9.6,-19.5,3.9,29.0,65.0,21.5,25,-71,-1,19,0.003191597951229447,0.0012499587813589758,0.0019837618947182896
995,7.4,-1.0,-2.1,29.0,41.0,21.5,-26,23,-21,10,0.0035579813074918757,-0.008851565814598476,-0.00027574077495245725
996,22.1,-25.0,5.8,8.0,35.5,21.5,17,-8,22,6,-0.0024351778866512777,-0.006140478775395446,0.007925566887042086
997,22.2,5.0,14.9,8.0,59.0,21.5,17,-8,22,6,0.008402579377116502,-0.0007441555541681133,0.0030738815840997535
998,17.4,-23.8,11.9,27.5,65.0,17.5,29,-71,-1,8,-0.0027482843861966104,0.00225616066380642,0.008808912262633346
999,21.6,6.4,17.6,8.0,33.5,11.5,17,-8,22,5,0.00194315360011479,0.0012769302677158902,0.01192433789060534
1000,20.9,-17.8,13.7,8.0,25.5,21.5,17,-8,22,5,-0.005854214895285122,0.003450561468772284,0.00498587332003418
