position,x,y,z,rmse_vx,rmse_vy,rmse_vz,sample_count,mean_vx,mean_vy,mean_vz
"(-62, -76, -25)",-62,-76,-25,0.0015861498,0.0022030175,0.0016679768,20,0.6463202,0.40807563,0.43359274
"(-62, -76, -21)",-62,-76,-21,0.0019280058,0.0021274742,0.0018145663,30,0.64724547,0.4080075,0.43373471
"(-62, -76, -17)",-62,-76,-17,0.0020911274,0.0021819957,0.002004576,40,0.6478365,0.40836173,0.4336513
"(-62, -76, -13)",-62,-76,-13,0.002225334,0.0022556086,0.0022270102,50,0.6480659,0.4091267,0.43344197
"(-58, -76, -29)",-58,-76,-29,0.0017463098,0.002554149,0.0015169651,10,0.6443498,0.40877014,0.43277922
"(-58, -76, -25)",-58,-76,-25,0.0020709538,0.0024329356,0.0017369664,20,0.6457103,0.4085695,0.4331305
"(-58, -76, -21)",-58,-76,-21,0.0025179577,0.0024296667,0.0019588072,30,0.64687943,0.4087091,0.4333093
"(-58, -76, -17)",-58,-76,-17,0.0028124652,0.0023820999,0.0021739858,40,0.64770615,0.40914136,0.4332897
"(-58, -76, -13)",-58,-76,-13,0.0029701232,0.002343972,0.0024120775,50,0.6481417,0.4098821,0.4331435
"(-54, -76, -29)",-54,-76,-29,0.0016489623,0.0024565791,0.0013341076,10,0.6449696,0.40860763,0.43268934
"(-54, -76, -25)",-54,-76,-25,0.0021664295,0.0025081506,0.0015809721,20,0.6463601,0.4087406,0.43287778
"(-54, -76, -21)",-54,-76,-21,0.0027741126,0.0026272328,0.0018895703,30,0.6476726,0.4091144,0.43297824
"(-54, -76, -17)",-54,-76,-17,0.0031400183,0.0025457907,0.0021989439,40,0.6486058,0.4096558,0.43290943
"(-54, -76, -13)",-54,-76,-13,0.0033005583,0.0023177867,0.0025060584,50,0.64909965,0.41033,0.43274152
"(-50, -76, -29)",-50,-76,-29,0.002094432,0.00246808,0.0010848262,10,0.6473777,0.40848666,0.433046
"(-50, -76, -25)",-50,-76,-25,0.0026147554,0.0025789083,0.0013124584,20,0.64877385,0.40890804,0.43300447
"(-50, -76, -21)",-50,-76,-21,0.0031206696,0.002757392,0.001636994,30,0.6501108,0.40948054,0.43291548
"(-50, -76, -17)",-50,-76,-17,0.0033405083,0.0026830658,0.0019919286,40,0.650969,0.41010016,0.43273336
"(-50, -76, -13)",-50,-76,-13,0.0034307027,0.0023689899,0.0023343917,50,0.6513546,0.41068727,0.43248904
"(-46, -76, -29)",-46,-76,-29,0.0028644716,0.0024162026,0.0008431363,10,0.6514243,0.4087963,0.4335788
"(-46, -76, -25)",-46,-76,-25,0.0031482538,0.0027253737,0.0010885601,20,0.65285194,0.40955678,0.43342805
"(-46, -76, -21)",-46,-76,-21,0.0033973611,0.002974478,0.001399196,30,0.65410674,0.41031495,0.43322596
"(-46, -76, -17)",-46,-76,-17,0.0034263248,0.0029954962,0.0017501476,40,0.65474814,0.4109828,0.43296272
"(-46, -76, -13)",-46,-76,-13,0.0034037607,0.0028315596,0.0020679112,50,0.6548342,0.41150093,0.43266204
"(-42, -76, -29)",-42,-76,-29,0.002638886,0.0020717264,0.0008945078,10,0.6566568,0.41040176,0.43401948
"(-42, -76, -25)",-42,-76,-25,0.0026878964,0.0026729354,0.0010405112,20,0.65803254,0.4113862,0.43390185
"(-42, -76, -21)",-42,-76,-21,0.0027664772,0.0032587387,0.0013077871,30,0.6590446,0.41227275,0.4337655
"(-42, -76, -17)",-42,-76,-17,0.002763185,0.0036223105,0.0016982264,40,0.6593464,0.41294202,0.4335782
"(-42, -76, -13)",-42,-76,-13,0.0028719695,0.0036341045,0.0020050304,50,0.65897423,0.41326648,0.4333379
"(-38, -76, -29)",-38,-76,-29,0.0020716856,0.0019700325,0.0016869166,10,0.66186845,0.41275778,0.4338983
"(-38, -76, -25)",-38,-76,-25,0.0020378504,0.0028124852,0.0014553567,20,0.66298014,0.41392788,0.43407884
"(-38, -76, -21)",-38,-76,-21,0.0019969277,0.0036201612,0.0015849806,30,0.66369265,0.41490945,0.43425992
"(-38, -76, -17)",-38,-76,-17,0.0021211538,0.0038839101,0.0019778556,40,0.66363853,0.41542014,0.43436003
"(-38, -76, -13)",-38,-76,-13,0.0026566794,0.0039117374,0.002297917,50,0.6628424,0.4154682,0.4343368
"(-34, -76, -29)",-34,-76,-29,0.0015739622,0.0021510578,0.0032033443,10,0.6664843,0.41504914,0.43273216
"(-34, -76, -25)",-34,-76,-25,0.0015114951,0.0025798453,0.0027824377,20,0.6672784,0.41599116,0.43338472
"(-34, -76, -21)",-34,-76,-21,0.0016477506,0.003182841,0.0027393403,30,0.66758007,0.41665933,0.43414968
"(-34, -76, -17)",-34,-76,-17,0.00214357,0.0032979553,0.0029838954,40,0.66716754,0.4167409,0.43480796
"(-34, -76, -13)",-34,-76,-13,0.0030847848,0.003485707,0.0031942693,50,0.6660221,0.41637143,0.43523493
"(-30, -76, -29)",-30,-76,-29,0.0014944647,0.0032909333,0.0043513332,10,0.66949916,0.41653553,0.43062472
"(-30, -76, -25)",-30,-76,-25,0.0021932204,0.0032043064,0.0039946414,20,0.66967034,0.4165759,0.43187204
"(-30, -76, -21)",-30,-76,-21,0.0028407646,0.0031973366,0.004081385,30,0.6695711,0.41619197,0.4333671
"(-30, -76, -17)",-30,-76,-17,0.0033495482,0.0031956022,0.004368089,40,0.66897404,0.41525882,0.43474263
"(-30, -76, -13)",-30,-76,-13,0.0041919164,0.00370777,0.004500767,50,0.6676696,0.41415048,0.43574965
"(-26, -76, -29)",-26,-76,-29,0.003843642,0.004128388,0.0045323903,10,0.6705004,0.4160586,0.42804012
"(-26, -76, -25)",-26,-76,-25,0.005002039,0.0042932224,0.004497527,20,0.66980994,0.41457438,0.4298795
"(-26, -76, -21)",-26,-76,-21,0.0056541087,0.0045901616,0.0050191917,30,0.66920865,0.41238344,0.43208635
"(-26, -76, -17)",-26,-76,-17,0.005916689,0.005344265,0.0055908444,40,0.6684394,0.40994638,0.434161
"(-26, -76, -13)",-26,-76,-13,0.006087949,0.006295601,0.00583617,50,0.667269,0.40762475,0.43575174
"(-22, -76, -29)",-22,-76,-29,0.007004006,0.0042845714,0.003534381,10,0.66981715,0.41320044,0.4259614
"(-22, -76, -25)",-22,-76,-25,0.007967696,0.005324361,0.0041160784,20,0.6681887,0.40974164,0.428241
"(-22, -76, -21)",-22,-76,-21,0.008485506,0.0068000415,0.0052344175,30,0.6669584,0.4053525,0.43090037
"(-22, -76, -17)",-22,-76,-17,0.008512985,0.008762689,0.006165723,40,0.6659549,0.40094796,0.4333652
"(-22, -76, -13)",-22,-76,-13,0.008166944,0.010594709,0.006628457,50,0.6650394,0.39710274,0.4353154
"(-18, -76, -29)",-18,-76,-29,0.0093177445,0.0037669656,0.002687541,10,0.66836834,0.4079748,0.425138
"(-18, -76, -25)",-18,-76,-25,0.009899648,0.005754776,0.0037137088,20,0.6657849,0.4026827,0.42757502
"(-18, -76, -21)",-18,-76,-21,0.009955503,0.00858419,0.0051332964,30,0.6639028,0.3965319,0.43036354
"(-18, -76, -17)",-18,-76,-17,0.009502048,0.011626952,0.0062510753,40,0.66279346,0.39050055,0.43295318
"(-18, -76, -13)",-18,-76,-13,0.008963574,0.014368582,0.006848946,50,0.66208375,0.38528606,0.43490013
"(-14, -76, -29)",-14,-76,-29,0.009105076,0.0033311762,0.0043473584,10,0.667201,0.40196815,0.4265213
"(-14, -76, -25)",-14,-76,-25,0.009404061,0.006091159,0.004694147,20,0.6638414,0.39562398,0.42883593
"(-14, -76, -21)",-14,-76,-21,0.009196597,0.009811887,0.0053841183,30,0.661504,0.388388,0.43133548
"(-14, -76, -17)",-14,-76,-17,0.008402879,0.013525119,0.006095522,40,0.6603591,0.38137895,0.43359405
"(-14, -76, -13)",-14,-76,-13,0.0075821555,0.016929828,0.006518697,50,0.6599785,0.3752534,0.43509755
"(-10, -76, -29)",-10,-76,-29,0.0067446665,0.0030006818,0.0060548377,10,0.6672908,0.39661235,0.4296948
"(-10, -76, -25)",-10,-76,-25,0.0068372786,0.005837962,0.005984513,20,0.66420823,0.39018327,0.43182105
"(-10, -76, -21)",-10,-76,-21,0.00669341,0.009787965,0.0059063425,30,0.66204196,0.38287985,0.43383878
"(-10, -76, -17)",-10,-76,-17,0.005950052,0.013763873,0.0059782113,40,0.661203,0.37581438,0.43549672
"(-10, -76, -13)",-10,-76,-13,0.005326863,0.017226806,0.0060973642,50,0.6611742,0.36976776,0.4362959
"(-6, -76, -29)",-6,-76,-29,0.0042502447,0.0029428927,0.0062417174,10,0.6688865,0.39331627,0.4336071
"(-6, -76, -25)",-6,-76,-25,0.004918883,0.0051410403,0.006063847,20,0.6667573,0.3875625,0.43548685
"(-6, -76, -21)",-6,-76,-21,0.005520979,0.008348314,0.0057257763,30,0.6651979,0.3812862,0.43698847
"(-6, -76, -17)",-6,-76,-17,0.0053807143,0.011502261,0.005541369,40,0.6647913,0.37556368,0.43799195
"(-6, -76, -13)",-6,-76,-13,0.005251967,0.014300916,0.0057482584,50,0.66495293,0.37088257,0.43801448
"(-2, -76, -29)",-2,-76,-29,0.0037297762,0.0026211163,0.0050956127,10,0.67138684,0.39360973,0.43693346
"(-2, -76, -25)",-2,-76,-25,0.0047063637,0.004067896,0.0049918466,20,0.67021036,0.38904348,0.43856907
"(-2, -76, -21)",-2,-76,-21,0.005592637,0.0062591187,0.0047525107,30,0.6693254,0.38437596,0.4396276
"(-2, -76, -17)",-2,-76,-17,0.0056672376,0.008171071,0.004767938,40,0.66926783,0.38062504,0.44006976
"(-2, -76, -13)",-2,-76,-13,0.0056869495,0.0099747665,0.0055961553,50,0.66940355,0.3778638,0.43945843
"(2, -76, -29)",2,-76,-29,0.0039000367,0.002225893,0.002973374,10,0.67379445,0.39822143,0.4391203
"(2, -76, -25)",2,-76,-25,0.0047448953,0.0031658346,0.0031200387,20,0.6735924,0.39494,0.4404871
"(2, -76, -21)",2,-76,-21,0.0055390946,0.004160541,0.0033382194,30,0.67333984,0.39215514,0.4411815
"(2, -76, -17)",2,-76,-17,0.005772165,0.004991486,0.004045762,40,0.67337525,0.39039087,0.44116363
"(2, -76, -13)",2,-76,-13,0.006015224,0.0058514923,0.0055553573,50,0.6732908,0.38948596,0.4401738
"(6, -76, -29)",6,-76,-29,0.0035829782,0.0020360872,0.0019544421,10,0.6748668,0.40553826,0.4392988
"(6, -76, -25)",6,-76,-25,0.004288308,0.002683716,0.0021786361,20,0.67561257,0.40405005,0.44061333
"(6, -76, -21)",6,-76,-21,0.004978918,0.003179476,0.0026861848,30,0.67585355,0.40313694,0.44121546
"(6, -76, -17)",6,-76,-17,0.0055651916,0.0037417684,0.003789391,40,0.6757775,0.40304726,0.44104362
"(6, -76, -13)",6,-76,-13,0.0063252016,0.0044954773,0.005455168,50,0.67533445,0.40354583,0.44003236
"(10, -76, -29)",10,-76,-29,0.0029801559,0.003108576,0.0025738692,10,0.6738885,0.4136588,0.43794376
"(10, -76, -25)",10,-76,-25,0.0034559153,0.003688597,0.0027874801,20,0.6748629,0.4137475,0.43910542
"(10, -76, -21)",10,-76,-21,0.0040742266,0.0044322354,0.003151842,30,0.6751626,0.41415948,0.4396645
"(10, -76, -17)",10,-76,-17,0.0050830003,0.0051022824,0.003925614,40,0.67491627,0.41495198,0.43954915
"(10, -76, -13)",10,-76,-13,0.0063549764,0.005714789,0.005136161,50,0.67424846,0.4160822,0.4387827
"(14, -76, -29)",14,-76,-29,0.0023928585,0.0039420123,0.0027610096,10,0.6709562,0.42057514,0.4359191
"(14, -76, -25)",14,-76,-25,0.0026779037,0.004322362,0.0029555783,20,0.67173153,0.42143703,0.4368711
"(14, -76, -21)",14,-76,-21,0.0033382836,0.0049575362,0.003202709,30,0.6718213,0.4225139,0.43739602
"(14, -76, -17)",14,-76,-17,0.0045504933,0.0055039357,0.0036927522,40,0.67144895,0.4236787,0.43742275
"(14, -76, -13)",14,-76,-13,0.005932988,0.005695506,0.00445823,50,0.67070746,0.4248394,0.43697128
"(18, -76, -29)",18,-76,-29,0.002326886,0.00404876,0.002499803,10,0.66713965,0.4251724,0.43376893
"(18, -76, -25)",18,-76,-25,0.0023800388,0.004319019,0.002645711,20,0.6674655,0.4262909,0.4345587
"(18, -76, -21)",18,-76,-21,0.0029248244,0.0046879165,0.0028288972,30,0.6673233,0.42750406,0.43511105
"(18, -76, -17)",18,-76,-17,0.0039015242,0.0048334273,0.0031061063,40,0.66688347,0.4285776,0.43532428
"(18, -76, -13)",18,-76,-13,0.0047890823,0.004700292,0.0035342062,50,0.6662527,0.42947537,0.43520406
"(22, -76, -29)",22,-76,-29,0.0025063227,0.003576579,0.0018479085,10,0.66264236,0.42728528,0.43165666
"(22, -76, -25)",22,-76,-25,0.002580479,0.003812592,0.0021640111,20,0.662545,0.42839068,0.43239337
"(22, -76, -21)",22,-76,-21,0.0027183897,0.0039444817,0.0024009533,30,0.6622916,0.42946404,0.4330216
"(22, -76, -17)",22,-76,-17,0.0030166302,0.003929982,0.002556793,40,0.66192186,0.4303542,0.4334506
"(22, -76, -13)",22,-76,-13,0.0031849826,0.0037665977,0.0027191886,50,0.66153145,0.4310149,0.43362728
"(25, -76, -29)",25,-76,-29,0.0024884325,0.0035576085,0.001766613,10,0.65850186,0.42796272,0.43004853
"(25, -76, -25)",25,-76,-25,0.0025456466,0.0036230506,0.0020606474,20,0.6581193,0.42880672,0.43061203
"(25, -76, -21)",25,-76,-21,0.002516584,0.0036537652,0.002328379,30,0.6577521,0.42965832,0.43119878
"(25, -76, -17)",25,-76,-17,0.002400817,0.0035667412,0.0024802964,40,0.65748346,0.43032297,0.43174028
"(25, -76, -13)",25,-76,-13,0.002273333,0.0033893911,0.0025299352,50,0.65726763,0.4307557,0.43210354
"(29, -76, -29)",29,-76,-29,0.0024681634,0.0036125898,0.0018780167,10,0.65491104,0.4277168,0.4286793
"(29, -76, -25)",29,-76,-25,0.0022187573,0.0036057718,0.0021989495,20,0.6544887,0.4282484,0.4291861
"(29, -76, -21)",29,-76,-21,0.002119712,0.0034379233,0.0025486082,30,0.6540423,0.42869806,0.42975238
"(29, -76, -17)",29,-76,-17,0.0020268036,0.0032075192,0.0027831574,40,0.65383184,0.4290618,0.4303646
"(29, -76, -13)",29,-76,-13,0.0022250502,0.002934308,0.002859815,50,0.65368295,0.42926273,0.4308596
"(33, -76, -29)",33,-76,-29,0.0017192571,0.0032837705,0.0020294576,10,0.6525839,0.426814,0.42766118
"(33, -76, -25)",33,-76,-25,0.0016980316,0.0031089063,0.0023721352,20,0.6518937,0.4267828,0.42808384
"(33, -76, -21)",33,-76,-21,0.0016274587,0.0027805269,0.0027726577,30,0.6513064,0.42676497,0.42860588
"(33, -76, -17)",33,-76,-17,0.0018182053,0.0024480051,0.003069334,40,0.65100604,0.42674452,0.42919964
"(33, -76, -13)",33,-76,-13,0.0023324483,0.002154628,0.0032116692,50,0.6508709,0.42673624,0.42976108
"(37, -76, -29)",37,-76,-29,0.0013731546,0.0024451984,0.0022824407,10,0.65106595,0.42518678,0.4270804
"(37, -76, -25)",37,-76,-25,0.0016269382,0.0023287104,0.0025126012,20,0.65015876,0.42457524,0.42736197
"(37, -76, -21)",37,-76,-21,0.0016373323,0.0020416274,0.0028716335,30,0.64942133,0.42405367,0.4277859
"(37, -76, -17)",37,-76,-17,0.0018655927,0.0017250259,0.0031943077,40,0.64900607,0.42367974,0.42831707
"(37, -76, -13)",37,-76,-13,0.002425085,0.0015066758,0.0033667001,50,0.6488099,0.42344093,0.42885303
"(41, -76, -29)",41,-76,-29,0.0018454362,0.0017529331,0.0025517398,10,0.6501007,0.42287165,0.42708224
"(41, -76, -25)",41,-76,-25,0.0018634604,0.0016074057,0.0026430995,20,0.6492401,0.4218215,0.4272818
"(41, -76, -21)",41,-76,-21,0.0018760102,0.0015869546,0.0028569256,30,0.64839137,0.4207865,0.42755884
"(41, -76, -17)",41,-76,-17,0.0018908121,0.0016208135,0.0031044488,40,0.6479187,0.41999125,0.42794323
"(41, -76, -13)",41,-76,-13,0.0023125578,0.001782287,0.0032601322,50,0.6476895,0.41946495,0.4283757
"(45, -76, -29)",45,-76,-29,0.0021770832,0.001912138,0.0029808672,10,0.6498933,0.4200409,0.4278341
"(45, -76, -25)",45,-76,-25,0.0022542893,0.0019982555,0.0028899626,20,0.649039,0.41850567,0.4278899
"(45, -76, -21)",45,-76,-21,0.0021085718,0.002258314,0.0029482997,30,0.6482288,0.41701442,0.42801955
"(45, -76, -17)",45,-76,-17,0.001921025,0.002514314,0.0030553495,40,0.64774036,0.41584006,0.4282158
"(45, -76, -13)",45,-76,-13,0.0021262479,0.0027651575,0.0031239172,50,0.64750016,0.41509137,0.4284663
"(49, -76, -29)",49,-76,-29,0.0025563927,0.0028356605,0.003252449,10,0.6501642,0.41645694,0.42919788
"(49, -76, -25)",49,-76,-25,0.0025931122,0.0028381979,0.0030994103,20,0.6493395,0.41458803,0.42908376
"(49, -76, -21)",49,-76,-21,0.0022891823,0.0029337711,0.0030271614,30,0.64865357,0.41283053,0.4290327
"(49, -76, -17)",49,-76,-17,0.0019557155,0.002993874,0.0029929564,40,0.64823544,0.41158447,0.42899674
"(49, -76, -13)",49,-76,-13,0.0019734935,0.0030551734,0.0029862586,50,0.64797837,0.4108899,0.4289853
"(53, -76, -29)",53,-76,-29,0.0029593538,0.0032909897,0.002941386,10,0.6510464,0.41249958,0.43075356
"(53, -76, -25)",53,-76,-25,0.0027101876,0.0031818657,0.0028544678,20,0.65050095,0.41064042,0.430583
"(53, -76, -21)",53,-76,-21,0.0023567043,0.0030639053,0.0027988937,30,0.64995223,0.40915224,0.43037072
"(53, -76, -17)",53,-76,-17,0.0020130416,0.0028882124,0.0027839756,40,0.6496034,0.40829238,0.43010816
"(53, -76, -13)",53,-76,-13,0.0019181512,0.0027492382,0.0028757711,50,0.6492479,0.40806225,0.4297852
"(57, -76, -29)",57,-76,-29,0.0029225186,0.0031546154,0.0021607943,10,0.6533947,0.40898514,0.43192872
"(57, -76, -25)",57,-76,-25,0.0027279584,0.003049432,0.0021537615,20,0.6529247,0.40771383,0.43175992
"(57, -76, -21)",57,-76,-21,0.0025162909,0.0029849447,0.002236036,30,0.65242606,0.40704623,0.4314438
"(57, -76, -17)",57,-76,-17,0.002362906,0.00288626,0.0024607638,40,0.6519712,0.40699068,0.43096533
"(57, -76, -13)",57,-76,-13,0.0023195192,0.0028972605,0.0028564143,50,0.65142053,0.40756103,0.43037608
"(61, -76, -29)",61,-76,-29,0.0031979687,0.0027178032,0.002657546,10,0.656935,0.4064191,0.43192998
"(61, -76, -25)",61,-76,-25,0.003112029,0.0028346279,0.0025730503,20,0.65638494,0.40642238,0.4317968
"(61, -76, -21)",61,-76,-21,0.0030857155,0.0031338257,0.0027019621,30,0.65575737,0.4069578,0.43143642
"(61, -76, -17)",61,-76,-17,0.0031208622,0.0035063287,0.003023788,40,0.65511215,0.40803456,0.43085432
"(61, -76, -13)",61,-76,-13,0.0032857386,0.0037699246,0.003522766,50,0.65432304,0.40943396,0.43011034
"(65, -76, -29)",65,-76,-29,0.0037609923,0.0025602842,0.004789037,10,0.66080606,0.40598288,0.43017396
"(65, -76, -25)",65,-76,-25,0.0036129535,0.0032680107,0.004779973,20,0.6601213,0.4075738,0.43012077
"(65, -76, -21)",65,-76,-21,0.0037532044,0.00415274,0.0047456697,30,0.6593346,0.4094634,0.42980883
"(65, -76, -17)",65,-76,-17,0.0038408716,0.0047602514,0.0048108273,40,0.658591,0.4115005,0.42927036
"(65, -76, -13)",65,-76,-13,0.0041359826,0.005025421,0.004945931,50,0.6576988,0.41350505,0.42858642
"(69, -76, -29)",69,-76,-29,0.0046300762,0.0028012504,0.0072332877,10,0.66475546,0.40900785,0.42673802
"(69, -76, -25)",69,-76,-25,0.004501394,0.0038356148,0.0070499927,20,0.6638889,0.41175285,0.4268896
"(69, -76, -21)",69,-76,-21,0.004522387,0.004698868,0.006791,30,0.6630625,0.4144245,0.4267662
"(69, -76, -17)",69,-76,-17,0.004515956,0.00516812,0.0065243375,40,0.6622896,0.41694346,0.42643577
"(69, -76, -13)",69,-76,-13,0.0047869612,0.005326137,0.0063108965,50,0.66131127,0.41920772,0.4259842
"(73, -76, -29)",73,-76,-29,0.0054051396,0.004362557,0.007964694,10,0.66902876,0.41457638,0.42278033
"(73, -76, -25)",73,-76,-25,0.005309419,0.0048868353,0.007882168,20,0.66791946,0.4179284,0.42295712
"(73, -76, -21)",73,-76,-21,0.005290382,0.0052382946,0.0076302215,30,0.66697484,0.42099512,0.4229693
"(73, -76, -17)",73,-76,-17,0.0053156754,0.005201999,0.0072923703,40,0.666039,0.42357302,0.42281905
"(73, -76, -13)",73,-76,-13,0.0056249327,0.005023436,0.0069869277,50,0.66488314,0.42575252,0.4226452
"(77, -76, -29)",77,-76,-29,0.0061385515,0.005153346,0.007549642,10,0.6724918,0.4227051,0.41871625
"(77, -76, -25)",77,-76,-25,0.0060372,0.0052485485,0.007552177,20,0.67154634,0.4259348,0.41883478
"(77, -76, -21)",77,-76,-21,0.0059869103,0.0051257275,0.007462003,30,0.6705092,0.42860895,0.418817
"(77, -76, -17)",77,-76,-17,0.0060164747,0.0047741276,0.0072823917,40,0.6694706,0.4307378,0.41879264
"(77, -76, -13)",77,-76,-13,0.0062927306,0.0044496143,0.0070565282,50,0.66821533,0.43224794,0.41886124
"(81, -76, -29)",81,-76,-29,0.006823289,0.006041314,0.0064110784,10,0.67393196,0.43154383,0.41551703
"(81, -76, -25)",81,-76,-25,0.0066753314,0.0059535624,0.0064772796,20,0.6732122,0.434126,0.41543263
"(81, -76, -21)",81,-76,-21,0.006558461,0.0057328437,0.006628995,30,0.67243004,0.43591946,0.4152908
"(81, -76, -17)",81,-76,-17,0.0064626746,0.0058362368,0.006792046,40,0.67153174,0.43696412,0.41519395
"(81, -76, -13)",81,-76,-13,0.006497846,0.006433348,0.0068565477,50,0.6705333,0.43725955,0.41532668
"(85, -76, -29)",85,-76,-29,0.00742515,0.007092888,0.006027315,10,0.6737162,0.4396484,0.41419482
"(85, -76, -25)",85,-76,-25,0.0072071142,0.0071972962,0.006041878,20,0.6730915,0.4409314,0.41377434
"(85, -76, -21)",85,-76,-21,0.0069763,0.0073137763,0.0062523643,30,0.6726031,0.44140038,0.41331905
"(85, -76, -17)",85,-76,-17,0.006786245,0.0082591195,0.006611853,40,0.6719811,0.4410817,0.41295633
"(85, -76, -13)",85,-76,-13,0.0066505116,0.00978188,0.006842202,50,0.6714069,0.44000268,0.41291445
"(89, -76, -29)",89,-76,-29,0.0077770483,0.0071131624,0.006739923,10,0.6713881,0.445206,0.41496935
"(89, -76, -25)",89,-76,-25,0.008042938,0.007627121,0.006571116,20,0.67140657,0.44544148,0.41403618
"(89, -76, -21)",89,-76,-21,0.007906088,0.008474012,0.0066679507,30,0.67145103,0.44472837,0.4131247
"(89, -76, -17)",89,-76,-17,0.007756861,0.009960182,0.006987515,40,0.67142516,0.4432723,0.41240588
"(89, -76, -13)",89,-76,-13,0.0074635837,0.012128789,0.0072387606,50,0.6712676,0.4410672,0.41204083
"(93, -76, -29)",93,-76,-29,0.0078564435,0.006735016,0.007987744,10,0.6672474,0.4491958,0.4172871
"(93, -76, -25)",93,-76,-25,0.008203689,0.007556935,0.007809873,20,0.6677657,0.4485852,0.4159751
"(93, -76, -21)",93,-76,-21,0.008281245,0.008913939,0.007852149,30,0.66842157,0.44694793,0.41463175
"(93, -76, -17)",93,-76,-17,0.008272669,0.0107789505,0.008096932,40,0.669045,0.4445817,0.41355735
"(93, -76, -13)",93,-76,-13,0.008088322,0.013131478,0.0082875015,50,0.6694227,0.44171524,0.41285792
"(97, -76, -29)",97,-76,-29,0.007190083,0.0060395678,0.008611913,10,0.66137445,0.4515547,0.42096448
"(97, -76, -25)",97,-76,-25,0.0076735415,0.006876879,0.008727997,20,0.6623544,0.45044512,0.41938767
"(97, -76, -21)",97,-76,-21,0.00800111,0.008434658,0.008932998,30,0.6634948,0.44834995,0.41776118
"(97, -76, -17)",97,-76,-17,0.008094199,0.01033556,0.009224418,40,0.6646344,0.44564456,0.41638583
"(97, -76, -13)",97,-76,-13,0.007977006,0.012507586,0.009435076,50,0.6654276,0.44261152,0.41537765
"(101, -76, -29)",101,-76,-29,0.0064870673,0.0046501565,0.008158956,10,0.6543923,0.4522763,0.42512274
"(101, -76, -25)",101,-76,-25,0.0069095357,0.005722387,0.008651412,20,0.65564495,0.45120174,0.42348638
"(101, -76, -21)",101,-76,-21,0.0072556534,0.0071697896,0.009179368,30,0.6570251,0.44923,0.4217862
"(101, -76, -17)",101,-76,-17,0.007440986,0.008879874,0.009607141,40,0.6584284,0.44668788,0.42030153
"(101, -76, -13)",101,-76,-13,0.007260458,0.0107837925,0.00990137,50,0.6593747,0.44380623,0.4191189
"(105, -76, -29)",105,-76,-29,0.005679021,0.00287041,0.006924697,10,0.64703715,0.45143357,0.42900524
"(105, -76, -25)",105,-76,-25,0.006162534,0.0036398447,0.0077488385,20,0.64838827,0.45045966,0.42760015
"(105, -76, -21)",105,-76,-21,0.006407557,0.004877411,0.008627,30,0.64966106,0.44879416,0.42606163
"(105, -76, -17)",105,-76,-17,0.0066277236,0.006451204,0.009253307,40,0.6510095,0.44663486,0.42465925
"(105, -76, -13)",105,-76,-13,0.0062819947,0.008042123,0.00968262,50,0.651846,0.44419724,0.42348385
"(109, -76, -29)",109,-76,-29,0.0051912176,0.0016230472,0.005354352,8,0.63994724,0.44906655,0.43094948
"(109, -76, -25)",109,-76,-25,0.005669288,0.002290913,0.006178937,16,0.6409074,0.44822836,0.4297659
"(109, -76, -21)",109,-76,-21,0.005854349,0.0033358966,0.007225476,24,0.6419815,0.4468862,0.4283531
"(109, -76, -17)",109,-76,-17,0.005833797,0.0046526827,0.008103146,32,0.64304847,0.44511187,0.42694974
"(109, -76, -13)",109,-76,-13,0.005237929,0.0059268977,0.008647153,40,0.64366823,0.4431774,0.4257781
"(113, -76, -29)",113,-76,-29,0.0043225395,0.0018306226,0.0039807945,6,0.63363653,0.44558096,0.43252936
"(113, -76, -25)",113,-76,-25,0.004820372,0.0019385783,0.004744718,12,0.6343488,0.44484863,0.431635
"(113, -76, -21)",113,-76,-21,0.004908586,0.0024499423,0.005747251,18,0.6350264,0.44379637,0.4304787
"(113, -76, -17)",113,-76,-17,0.0047142445,0.0032950859,0.006727077,24,0.63571006,0.44247332,0.4291983
"(113, -76, -13)",113,-76,-13,0.00404957,0.004191529,0.0074045206,30,0.6360092,0.44108602,0.4280673
"(117, -76, -29)",117,-76,-29,0.0030417382,0.0025825321,0.0029197738,4,0.62836725,0.4410164,0.43361038
"(117, -76, -25)",117,-76,-25,0.0035129776,0.002367697,0.0035195034,8,0.628998,0.44062066,0.43304121
"(117, -76, -21)",117,-76,-21,0.0035467222,0.0024127162,0.004320911,12,0.6292668,0.43986592,0.4322356
"(117, -76, -17)",117,-76,-17,0.003361232,0.0026666964,0.005208533,16,0.62952054,0.43900603,0.43118858
"(117, -76, -13)",117,-76,-13,0.0028010819,0.0030249765,0.0059734997,20,0.62934035,0.4381389,0.43017
"(121, -76, -29)",121,-76,-29,0.0025679767,0.0030864924,0.0021003485,2,0.62441695,0.4358657,0.43434888
"(121, -76, -25)",121,-76,-25,0.0024662085,0.002766514,0.0024905128,4,0.6249168,0.4357179,0.43414116
"(121, -76, -21)",121,-76,-21,0.0020540846,0.0025112368,0.0029839964,6,0.6249852,0.43535694,0.43369424
"(121, -76, -17)",121,-76,-17,0.0016778044,0.0024178869,0.0036990575,8,0.62475264,0.4350382,0.4329459
"(121, -76, -13)",121,-76,-13,0.0017784857,0.0024266513,0.004382185,10,0.6241242,0.4348247,0.43216234
