position,x,y,z,rmse_vx,rmse_vy,rmse_vz,sample_count,mean_vx,mean_vy,mean_vz
"(-121, -80, -25)",-121,-80,-25,0.0015677214,0.0005493909,0.00087329745,2,0.6369389,0.40475243,0.4190454
"(-121, -80, -21)",-121,-80,-21,0.002654073,0.0006331451,0.0017301493,3,0.63812566,0.40540648,0.4197433
"(-121, -80, -17)",-121,-80,-17,0.0032509768,0.0005547059,0.002274656,4,0.6392031,0.40616268,0.42069513
"(-121, -80, -13)",-121,-80,-13,0.0033734054,0.00036403793,0.002530755,5,0.63988,0.40687013,0.42182127
"(-117, -80, -29)",-117,-80,-29,0.0011197627,0.00090396404,0.001834333,2,0.6362214,0.4038913,0.4155573
"(-117, -80, -25)",-117,-80,-25,0.0019034272,0.0009126608,0.0021286763,4,0.637036,0.40438908,0.41583866
"(-117, -80, -21)",-117,-80,-21,0.0029186162,0.00080816017,0.002932363,6,0.63815635,0.40499306,0.41688287
"(-117, -80, -17)",-117,-80,-17,0.0035748945,0.0009306911,0.0035691378,8,0.6391854,0.4056404,0.4182651
"(-117, -80, -13)",-117,-80,-13,0.003814517,0.001409482,0.0037991146,10,0.6398414,0.40639693,0.41980582
"(-113, -80, -29)",-113,-80,-29,0.0016786664,0.0010532567,0.0026885166,3,0.6372147,0.40426907,0.41329125
"(-113, -80, -25)",-113,-80,-25,0.0022057914,0.0011768106,0.0029886863,6,0.63766414,0.40498164,0.41371146
"(-113, -80, -21)",-113,-80,-21,0.0030463997,0.0011011929,0.0037964843,9,0.638438,0.40550044,0.4149474
"(-113, -80, -17)",-113,-80,-17,0.0037278624,0.0015287921,0.004586078,12,0.63928586,0.4060948,0.4166821
"(-113, -80, -13)",-113,-80,-13,0.0041304026,0.0021587058,0.0049987254,15,0.63996917,0.4069466,0.4186365
"(-109, -80, -29)",-109,-80,-29,0.001546961,0.00078110804,0.0034696457,4,0.6386473,0.4052771,0.412253
"(-109, -80, -25)",-109,-80,-25,0.0020503614,0.0011355217,0.0038274697,8,0.6388961,0.40627432,0.4128903
"(-109, -80, -21)",-109,-80,-21,0.002851057,0.0012373189,0.0046787946,12,0.6392992,0.40687254,0.41436127
"(-109, -80, -17)",-109,-80,-17,0.0035622837,0.0018519883,0.005429427,16,0.6397995,0.40743965,0.4162963
"(-109, -80, -13)",-109,-80,-13,0.004067887,0.0025750974,0.005807352,20,0.6402169,0.40826306,0.4184379
"(-105, -80, -29)",-105,-80,-29,0.0013913225,0.0017042567,0.004232599,5,0.64028215,0.4075542,0.41267473
"(-105, -80, -25)",-105,-80,-25,0.0018582406,0.00128122,0.0046328274,10,0.640163,0.4084107,0.41348615
"(-105, -80, -21)",-105,-80,-21,0.0026057546,0.0014803264,0.005426787,15,0.6402522,0.40904525,0.4151134
"(-105, -80, -17)",-105,-80,-17,0.0033643476,0.0021265673,0.006056371,20,0.6404096,0.40961084,0.41712028
"(-105, -80, -13)",-105,-80,-13,0.0039739306,0.0028914511,0.0062916954,25,0.6404996,0.4103459,0.4192681
"(-101, -80, -29)",-101,-80,-29,0.0008288487,0.0013862887,0.0039563295,5,0.64151734,0.40953293,0.4127676
"(-101, -80, -25)",-101,-80,-25,0.001171005,0.0009611193,0.00464348,10,0.64086074,0.4102564,0.41380993
"(-101, -80, -21)",-101,-80,-21,0.0019310445,0.0013832019,0.0056917574,15,0.64051765,0.4109846,0.41566414
"(-101, -80, -17)",-101,-80,-17,0.0028620916,0.0021016395,0.0063567073,20,0.6402378,0.41155523,0.41777283
"(-101, -80, -13)",-101,-80,-13,0.0036511808,0.0029364526,0.0065896735,25,0.6401298,0.41223735,0.41996896
"(-97, -80, -29)",-97,-80,-29,0.0009742038,0.0008832854,0.005350993,5,0.642655,0.41060075,0.41505042
"(-97, -80, -25)",-97,-80,-25,0.001044108,0.0012838736,0.0058310744,10,0.6415838,0.41143903,0.41625047
"(-97, -80, -21)",-97,-80,-21,0.0018192665,0.0014863382,0.0063525266,15,0.6407143,0.4122993,0.4180559
"(-97, -80, -17)",-97,-80,-17,0.0026681176,0.0020337515,0.0066079935,20,0.6400436,0.4129346,0.4199833
"(-97, -80, -13)",-97,-80,-13,0.003297918,0.0027600024,0.006648194,25,0.6398117,0.41369006,0.42200604
"(-93, -80, -29)",-93,-80,-29,0.0019770632,0.0014431463,0.0061372817,5,0.6430657,0.4110709,0.4186942
"(-93, -80, -25)",-93,-80,-25,0.0021206702,0.0018199958,0.0061782184,10,0.64164984,0.41185465,0.4198534
"(-93, -80, -21)",-93,-80,-21,0.0025954337,0.0021393355,0.006195099,15,0.6404669,0.4127395,0.42143995
"(-93, -80, -17)",-93,-80,-17,0.0028661075,0.0024868504,0.006088021,20,0.6396351,0.41342497,0.4230093
"(-93, -80, -13)",-93,-80,-13,0.0029774837,0.0029740643,0.0058737053,25,0.6393125,0.41413575,0.4246116
"(-89, -80, -29)",-89,-80,-29,0.002857179,0.0021945024,0.00560654,5,0.6424878,0.41074762,0.4228509
"(-89, -80, -25)",-89,-80,-25,0.0029997418,0.002363725,0.0053421655,10,0.6410551,0.41145414,0.42379266
"(-89, -80, -21)",-89,-80,-21,0.0029503617,0.0025913585,0.005019397,15,0.63996613,0.41217363,0.42495006
"(-89, -80, -17)",-89,-80,-17,0.0027299342,0.0028951121,0.0047026305,20,0.63927144,0.41279927,0.42604956
"(-89, -80, -13)",-89,-80,-13,0.0025989544,0.0033116695,0.0044002826,25,0.63908285,0.41346768,0.42719215
"(-85, -80, -29)",-85,-80,-29,0.0029129507,0.0016152733,0.0043920684,5,0.64224184,0.4096074,0.42676917
"(-85, -80, -25)",-85,-80,-25,0.0027441953,0.00171878,0.003911058,10,0.6411253,0.41012007,0.42736846
"(-85, -80, -21)",-85,-80,-21,0.002388937,0.0019328918,0.0034167832,15,0.6402474,0.41052914,0.4280206
"(-85, -80, -17)",-85,-80,-17,0.0019249724,0.0022211324,0.0030133682,20,0.6397456,0.41098404,0.4286158
"(-85, -80, -13)",-85,-80,-13,0.0018986039,0.0027312825,0.0027050602,25,0.63969153,0.41157427,0.42932338
"(-81, -80, -29)",-81,-80,-29,0.002110954,0.0008023876,0.0029005045,5,0.64271456,0.40835562,0.42978588
"(-81, -80, -25)",-81,-80,-25,0.0019964064,0.0012230903,0.0024145606,10,0.6419717,0.40854222,0.4300835
"(-81, -80, -21)",-81,-80,-21,0.0016384495,0.001382008,0.0019757566,15,0.6413606,0.40858284,0.43027267
"(-81, -80, -17)",-81,-80,-17,0.0015012817,0.0016702975,0.0016251663,20,0.64109737,0.40884012,0.43044996
"(-81, -80, -13)",-81,-80,-13,0.0016326539,0.0020999787,0.0013496514,25,0.6410419,0.40939277,0.43080086
"(-78, -80, -29)",-78,-80,-29,0.0014700877,0.0014599768,0.0015651088,5,0.6433651,0.40771097,0.4315566
"(-78, -80, -25)",-78,-80,-25,0.0014692021,0.0017336757,0.00132379,10,0.64315474,0.40740108,0.43164915
"(-78, -80, -21)",-78,-80,-21,0.0013623089,0.0018306264,0.0011469399,15,0.64292455,0.40713888,0.4316014
"(-78, -80, -17)",-78,-80,-17,0.0014946002,0.0019783701,0.0010570645,20,0.64289594,0.40730056,0.43155545
"(-78, -80, -13)",-78,-80,-13,0.0016438699,0.002193792,0.00097120984,25,0.64273936,0.40787762,0.4316121
"(-74, -80, -29)",-74,-80,-29,0.0006866155,0.00187051,0.000869236,5,0.6436809,0.4074436,0.4322486
"(-74, -80, -25)",-74,-80,-25,0.00093827286,0.0020641037,0.0007409279,10,0.6440907,0.40677658,0.4323387
"(-74, -80, -21)",-74,-80,-21,0.0010521587,0.0021190357,0.0009123923,15,0.644239,0.40637556,0.43220574
"(-74, -80, -17)",-74,-80,-17,0.0012180716,0.0021942542,0.0010858312,20,0.64443994,0.40656382,0.43205506
"(-74, -80, -13)",-74,-80,-13,0.0013699712,0.0023768435,0.001186681,25,0.644288,0.4072615,0.4319792
"(-70, -80, -29)",-70,-80,-29,0.00054924743,0.0019053159,0.0010181114,5,0.6442334,0.40746087,0.43218812
"(-70, -80, -25)",-70,-80,-25,0.00093303033,0.0019563073,0.0009155973,10,0.64495826,0.40669298,0.43235928
"(-70, -80, -21)",-70,-80,-21,0.0010283765,0.0020256478,0.001048372,15,0.6452891,0.4063778,0.43231067
"(-70, -80, -17)",-70,-80,-17,0.0011031365,0.0020813164,0.0012636015,20,0.6455342,0.40662637,0.43215188
"(-70, -80, -13)",-70,-80,-13,0.001244972,0.0023012199,0.001427383,25,0.64540815,0.40742338,0.43202636
"(-66, -80, -29)",-66,-80,-29,0.0008360274,0.0021377434,0.0010979323,5,0.64469606,0.40792093,0.4316825
"(-66, -80, -25)",-66,-80,-25,0.0012672705,0.002032311,0.0010226036,10,0.64555895,0.40727043,0.43199143
"(-66, -80, -21)",-66,-80,-21,0.0015304373,0.0020814424,0.0010738729,15,0.64605695,0.4070976,0.43207863
"(-66, -80, -17)",-66,-80,-17,0.0015931566,0.0021493873,0.0012630624,20,0.6463456,0.4074038,0.43198663
"(-66, -80, -13)",-66,-80,-13,0.0017050471,0.0022359577,0.0014721678,25,0.64627916,0.4081582,0.431857
"(-62, -80, -29)",-62,-80,-29,0.0011000095,0.0025507524,0.0007850196,5,0.64490014,0.40859777,0.43123072
"(-62, -80, -25)",-62,-80,-25,0.0016246865,0.002235335,0.000803489,10,0.6460152,0.4081273,0.43158492
"(-62, -80, -21)",-62,-80,-21,0.0020809667,0.0021311939,0.00087730464,15,0.646704,0.40806013,0.4317528
"(-62, -80, -17)",-62,-80,-17,0.0022822781,0.0021525596,0.0010736329,20,0.64713115,0.4084104,0.43173352
"(-62, -80, -13)",-62,-80,-13,0.0024250417,0.002083026,0.0013935027,25,0.6471975,0.4090798,0.43159947
"(-58, -80, -29)",-58,-80,-29,0.0013554785,0.0031249446,0.00043807641,5,0.6451518,0.40941507,0.4309674
"(-58, -80, -25)",-58,-80,-25,0.0019638934,0.0029237114,0.00063516916,10,0.6465272,0.4092194,0.4312566
"(-58, -80, -21)",-58,-80,-21,0.0025336032,0.0028051832,0.00082846486,15,0.64746803,0.4093035,0.4314144
"(-58, -80, -17)",-58,-80,-17,0.0028509614,0.0026054024,0.0010761642,20,0.6480764,0.40965137,0.43138847
"(-58, -80, -13)",-58,-80,-13,0.003012174,0.0023893646,0.0014394339,25,0.6482565,0.41024607,0.4312571
"(-54, -80, -29)",-54,-80,-29,0.0013725098,0.0031316848,0.0003387369,5,0.64672995,0.40992284,0.43113494
"(-54, -80, -25)",-54,-80,-25,0.0021259198,0.0031160156,0.00042752278,10,0.6481956,0.41006446,0.4312807
"(-54, -80, -21)",-54,-80,-21,0.0028186047,0.0030736965,0.00074292126,15,0.649249,0.41038194,0.4313531
"(-54, -80, -17)",-54,-80,-17,0.003134567,0.0027387238,0.001140635,20,0.6498986,0.4107677,0.43123618
"(-54, -80, -13)",-54,-80,-13,0.0033024685,0.0024228026,0.0015497407,25,0.6501073,0.41126382,0.4310444
"(-50, -80, -29)",-50,-80,-29,0.0021431847,0.003068977,0.00063707767,5,0.6497287,0.410603,0.4317935
"(-50, -80, -25)",-50,-80,-25,0.0026716853,0.0031888015,0.0006282237,10,0.6511871,0.41105676,0.43174934
"(-50, -80, -21)",-50,-80,-21,0.0032339697,0.0032359653,0.00085643184,15,0.6523575,0.4116008,0.43166524
"(-50, -80, -17)",-50,-80,-17,0.003401634,0.0029827144,0.0012391532,20,0.65298384,0.41202292,0.43145484
"(-50, -80, -13)",-50,-80,-13,0.0034701023,0.002614127,0.0016530117,25,0.6530683,0.41235715,0.43117028
"(-46, -80, -29)",-46,-80,-29,0.002920683,0.002819385,0.00067513686,5,0.6541182,0.41175398,0.4326244
"(-46, -80, -25)",-46,-80,-25,0.0031847449,0.0030944163,0.0008101585,10,0.6555494,0.41250506,0.43248358
"(-46, -80, -21)",-46,-80,-21,0.0034817006,0.0031891183,0.0010606365,15,0.65665984,0.41317767,0.43229163
"(-46, -80, -17)",-46,-80,-17,0.0035025203,0.0030930145,0.00140928,20,0.6570888,0.41357082,0.43200177
"(-46, -80, -13)",-46,-80,-13,0.0034971593,0.0029243287,0.001775162,25,0.6568701,0.4137692,0.43167493
"(-42, -80, -29)",-42,-80,-29,0.002724834,0.002220349,0.0007687518,5,0.65958834,0.4135874,0.43326443
"(-42, -80, -25)",-42,-80,-25,0.0025649902,0.0025891778,0.0008645397,10,0.6609571,0.4146754,0.43318623
"(-42, -80, -21)",-42,-80,-21,0.0026398217,0.002947684,0.0011499366,15,0.6618463,0.41544768,0.4330731
"(-42, -80, -17)",-42,-80,-17,0.0027172323,0.0033449146,0.0016257205,20,0.6619129,0.41586524,0.43290251
"(-42, -80, -13)",-42,-80,-13,0.0029676273,0.003499411,0.0020026336,25,0.661202,0.41586617,0.43266523
"(-38, -80, -29)",-38,-80,-29,0.0016935118,0.0012297771,0.0016493029,5,0.66477954,0.4157238,0.43326283
"(-38, -80, -25)",-38,-80,-25,0.0017356405,0.0018807764,0.0013563862,10,0.66594267,0.41690278,0.43352723
"(-38, -80, -21)",-38,-80,-21,0.0016231337,0.0028177302,0.0015113989,15,0.6664482,0.41787422,0.43373764
"(-38, -80, -17)",-38,-80,-17,0.0019566447,0.0031428596,0.0019629805,20,0.6660928,0.41821837,0.4338656
"(-38, -80, -13)",-38,-80,-13,0.0028924379,0.0033749552,0.0023218894,25,0.6649015,0.41797572,0.43386486
"(-34, -80, -29)",-34,-80,-29,0.0013750462,0.0007062352,0.0031726214,5,0.66931474,0.41725153,0.43215394
"(-34, -80, -25)",-34,-80,-25,0.0009678153,0.0016213813,0.0027434672,10,0.6700804,0.41833696,0.4328847
"(-34, -80, -21)",-34,-80,-21,0.001236507,0.0023684453,0.0026925318,15,0.670024,0.41910517,0.43367726
"(-34, -80, -17)",-34,-80,-17,0.0025645,0.0026741417,0.002933239,20,0.6691066,0.4191811,0.43438673
"(-34, -80, -13)",-34,-80,-13,0.0041944543,0.0030491666,0.0031267428,25,0.6673541,0.4185722,0.4348587
"(-30, -80, -29)",-30,-80,-29,0.0008847313,0.0029858134,0.0043359823,5,0.6720747,0.41843686,0.43002382
"(-30, -80, -25)",-30,-80,-25,0.0022375186,0.002800788,0.0040365686,10,0.6719728,0.41865253,0.43130288
"(-30, -80, -21)",-30,-80,-21,0.0033457526,0.002955547,0.0041108252,15,0.6712485,0.41843593,0.4328139
"(-30, -80, -17)",-30,-80,-17,0.0045222766,0.0031597908,0.004355221,20,0.66987216,0.41748494,0.43422514
"(-30, -80, -13)",-30,-80,-13,0.0061608087,0.0039468436,0.0044251313,25,0.6676939,0.41616356,0.43532097
"(-26, -80, -29)",-26,-80,-29,0.0033719097,0.004088876,0.0044921865,5,0.6726388,0.41818962,0.42741027
"(-26, -80, -25)",-26,-80,-25,0.005519443,0.0043706307,0.00454986,10,0.6713161,0.4169292,0.42921537
"(-26, -80, -21)",-26,-80,-21,0.0066856546,0.0048894663,0.005045153,15,0.66981816,0.41485456,0.43142575
"(-26, -80, -17)",-26,-80,-17,0.0076229745,0.0059434106,0.0055451514,20,0.6679639,0.4123302,0.43355164
"(-26, -80, -13)",-26,-80,-13,0.008421902,0.0071251695,0.0057281936,25,0.6657112,0.40976003,0.43530127
"(-22, -80, -29)",-22,-80,-29,0.007086796,0.0043955124,0.0033369737,5,0.6710083,0.41618007,0.42517075
"(-22, -80, -25)",-22,-80,-25,0.00852353,0.005837652,0.004064992,10,0.66858464,0.4129921,0.42739266
"(-22, -80, -21)",-22,-80,-21,0.009420674,0.0075312145,0.0051807696,15,0.6663087,0.40859643,0.4300698
"(-22, -80, -17)",-22,-80,-17,0.009937566,0.009576852,0.0060661575,20,0.6640582,0.40402573,0.4326543
"(-22, -80, -13)",-22,-80,-13,0.010135398,0.011410641,0.0064730174,25,0.6618567,0.39987528,0.43484387
"(-18, -80, -29)",-18,-80,-29,0.009485376,0.0036602449,0.0021553587,5,0.66851866,0.4122099,0.4241202
"(-18, -80, -25)",-18,-80,-25,0.010232396,0.0064518815,0.0033824695,10,0.66502964,0.4069089,0.42645583
"(-18, -80, -21)",-18,-80,-21,0.010746456,0.009454891,0.004881755,15,0.6620297,0.4007274,0.42926124
"(-18, -80, -17)",-18,-80,-17,0.010695828,0.012599295,0.006046604,20,0.6596077,0.39443383,0.4320252
"(-18, -80, -13)",-18,-80,-13,0.010283185,0.015136916,0.0066149435,25,0.65771085,0.38897052,0.43437904
"(-14, -80, -29)",-14,-80,-29,0.009977698,0.0025909692,0.003557095,5,0.66578895,0.4072581,0.4251356
"(-14, -80, -25)",-14,-80,-25,0.010219856,0.006672546,0.003952664,10,0.6616292,0.40084141,0.42729768
"(-14, -80, -21)",-14,-80,-21,0.010334866,0.010652924,0.004812994,15,0.6583187,0.3935362,0.42982963
"(-14, -80, -17)",-14,-80,-17,0.009749287,0.0145405,0.0057073636,20,0.6561275,0.38624066,0.43234915
"(-14, -80, -13)",-14,-80,-13,0.008902934,0.017641904,0.0061324383,25,0.6547197,0.37993515,0.43437603
"(-10, -80, -29)",-10,-80,-29,0.007742515,0.0018673496,0.0053033973,5,0.66442853,0.40222493,0.4279831
"(-10, -80, -25)",-10,-80,-25,0.007710388,0.0061125485,0.005152878,10,0.6606534,0.39583424,0.4298969
"(-10, -80, -21)",-10,-80,-21,0.0077189794,0.010363086,0.0051412745,15,0.65768737,0.3884796,0.4319399
"(-10, -80, -17)",-10,-80,-17,0.006941393,0.014528797,0.005349231,20,0.65609086,0.38119403,0.43394876
"(-10, -80, -13)",-10,-80,-13,0.0060707424,0.017930422,0.005351608,25,0.65539545,0.37490097,0.43533766
"(-6, -80, -29)",-6,-80,-29,0.004410523,0.0021374135,0.005624782,5,0.66478634,0.3985706,0.4315602
"(-6, -80, -25)",-6,-80,-25,0.0049790954,0.0051013217,0.0054090875,10,0.6624619,0.39298382,0.4332656
"(-6, -80, -21)",-6,-80,-21,0.0055368785,0.008737782,0.0050605107,15,0.6603213,0.38660163,0.434813
"(-6, -80, -17)",-6,-80,-17,0.0051861564,0.01218418,0.0048038624,20,0.6594358,0.38056582,0.43618256
"(-6, -80, -13)",-6,-80,-13,0.004749625,0.0149579765,0.0045844764,25,0.6592529,0.3756139,0.436829
"(-2, -80, -29)",-2,-80,-29,0.0026977954,0.0028510166,0.0046740174,5,0.666526,0.3977642,0.43463272
"(-2, -80, -25)",-2,-80,-25,0.003710893,0.004230309,0.0045767236,10,0.6654198,0.3934453,0.4361679
"(-2, -80, -21)",-2,-80,-21,0.0047298064,0.0067062424,0.004270525,15,0.66420484,0.38857317,0.43729183
"(-2, -80, -17)",-2,-80,-17,0.0047947704,0.008805349,0.0040223775,20,0.6639883,0.38443306,0.43809372
"(-2, -80, -13)",-2,-80,-13,0.0045979572,0.010542984,0.004150558,25,0.6640944,0.38134646,0.4381029
"(2, -80, -29)",2,-80,-29,0.0029243384,0.0026999332,0.0027365277,5,0.6688254,0.4009486,0.4367539
"(2, -80, -25)",2,-80,-25,0.003728113,0.003540641,0.0029105921,10,0.6687831,0.39783794,0.43807545
"(2, -80, -21)",2,-80,-21,0.004594816,0.0045739063,0.0029508842,15,0.6683804,0.39476487,0.4388729
"(2, -80, -17)",2,-80,-17,0.004725281,0.0054520457,0.0031786954,20,0.6684965,0.39248183,0.4392232
"(2, -80, -13)",2,-80,-13,0.0047767647,0.0063011833,0.0040491773,25,0.66855574,0.3910923,0.43879157
"(6, -80, -29)",6,-80,-29,0.0024429401,0.0026890843,0.0017607642,5,0.67013234,0.40673304,0.436989
"(6, -80, -25)",6,-80,-25,0.0031357268,0.0031661277,0.001896797,10,0.671178,0.40522438,0.43835846
"(6, -80, -21)",6,-80,-21,0.0039852518,0.0033903627,0.0021577333,15,0.67144674,0.403884,0.4390992
"(6, -80, -17)",6,-80,-17,0.0043433392,0.0037166567,0.0028401816,20,0.6716014,0.40312767,0.4392639
"(6, -80, -13)",6,-80,-13,0.0048131277,0.0041975374,0.0040175803,25,0.67142373,0.40303066,0.43876156
"(10, -80, -29)",10,-80,-29,0.0023642334,0.0035794724,0.0023712006,5,0.6697456,0.41308466,0.43576032
"(10, -80, -25)",10,-80,-25,0.0025329273,0.0041679535,0.00246172,10,0.6711419,0.41295472,0.43709502
"(10, -80, -21)",10,-80,-21,0.0031551006,0.004556906,0.002620327,15,0.6716325,0.4129922,0.43784362
"(10, -80, -17)",10,-80,-17,0.0039437283,0.0049819103,0.0031371342,20,0.6717098,0.41319555,0.43802294
"(10, -80, -13)",10,-80,-13,0.004851703,0.0053950283,0.003978782,25,0.67139643,0.41379234,0.43768424
"(14, -80, -29)",14,-80,-29,0.0019988245,0.004443753,0.002500389,5,0.6673765,0.41864458,0.4339141
"(14, -80, -25)",14,-80,-25,0.002044838,0.0049832473,0.0026526838,10,0.6685196,0.4191386,0.43504637
"(14, -80, -21)",14,-80,-21,0.0025079916,0.005328623,0.0027905987,15,0.66894615,0.41987947,0.43579167
"(14, -80, -17)",14,-80,-17,0.0033440741,0.0057213875,0.0030945987,20,0.6690356,0.4206314,0.43610993
"(14, -80, -13)",14,-80,-13,0.0043862374,0.0059171235,0.0036374538,25,0.6687227,0.4214995,0.4360081
"(18, -80, -29)",18,-80,-29,0.002084184,0.0043533053,0.0021903098,5,0.66441613,0.42219043,0.432022
"(18, -80, -25)",18,-80,-25,0.0020464316,0.004725334,0.002368283,10,0.6649832,0.42293802,0.43294397
"(18, -80, -21)",18,-80,-21,0.0023716956,0.005161281,0.0025522362,15,0.66522,0.4239797,0.4336931
"(18, -80, -17)",18,-80,-17,0.0029054778,0.0053315223,0.0027616592,20,0.6652825,0.42489177,0.43413043
"(18, -80, -13)",18,-80,-13,0.003589427,0.0052790646,0.0030635896,25,0.6650444,0.4257446,0.43428636
"(22, -80, -29)",22,-80,-29,0.0022809606,0.0038425827,0.0013557151,5,0.66071486,0.424006,0.43012613
"(22, -80, -25)",22,-80,-25,0.00235839,0.0041316855,0.001851143,10,0.66078794,0.42482948,0.43094411
"(22, -80, -21)",22,-80,-21,0.0024930392,0.004161183,0.0021914972,15,0.66086096,0.4256763,0.43167508
"(22, -80, -17)",22,-80,-17,0.0027085787,0.0041836496,0.0024129031,20,0.6609341,0.4265644,0.4322632
"(22, -80, -13)",22,-80,-13,0.0028228925,0.0041367346,0.0025574889,25,0.6609423,0.4273817,0.4326542
"(25, -80, -29)",25,-80,-29,0.0023074949,0.003422498,0.001091836,5,0.65732634,0.42463142,0.42865977
"(25, -80, -25)",25,-80,-25,0.0024719997,0.003475386,0.0016116974,10,0.6570535,0.42530626,0.42924967
"(25, -80, -21)",25,-80,-21,0.0024669399,0.0035243551,0.0020073964,15,0.65702546,0.42602864,0.42987648
"(25, -80, -17)",25,-80,-17,0.0024744351,0.0035039496,0.0022907655,20,0.657159,0.42684746,0.4305099
"(25, -80, -13)",25,-80,-13,0.0025721532,0.0033719211,0.0024084647,25,0.65728605,0.42755046,0.4309948
"(29, -80, -29)",29,-80,-29,0.0021995653,0.0034025884,0.0011059527,5,0.65445864,0.42471147,0.4273972
"(29, -80, -25)",29,-80,-25,0.002049718,0.0034072334,0.0015401376,10,0.65417063,0.4252426,0.42783886
"(29, -80, -21)",29,-80,-21,0.0021597398,0.0033017022,0.0019423341,15,0.6539238,0.42569932,0.42834064
"(29, -80, -17)",29,-80,-17,0.0023728686,0.0030970848,0.0022899075,20,0.65398014,0.42626515,0.42895374
"(29, -80, -13)",29,-80,-13,0.0028633382,0.002833485,0.0024526613,25,0.65407777,0.42674983,0.4295055
"(33, -80, -29)",33,-80,-29,0.0015255256,0.0033849631,0.0010498209,5,0.65258133,0.42429647,0.42630044
"(33, -80, -25)",33,-80,-25,0.0014561132,0.0032048507,0.0015103377,10,0.65209,0.42442375,0.4266438
"(33, -80, -21)",33,-80,-21,0.0016390323,0.0030011435,0.0018991085,15,0.65160716,0.42456943,0.42704064
"(33, -80, -17)",33,-80,-17,0.0020906671,0.0026637472,0.0022639716,20,0.6514877,0.4247868,0.42757225
"(33, -80, -13)",33,-80,-13,0.0028732612,0.0023449487,0.0024698474,25,0.6515215,0.4250699,0.4281312
"(37, -80, -29)",37,-80,-29,0.0016306059,0.0027370192,0.000969331,5,0.6510023,0.42328906,0.42548236
"(37, -80, -25)",37,-80,-25,0.0015402214,0.0027798044,0.0013624186,10,0.6503246,0.42312655,0.4257223
"(37, -80, -21)",37,-80,-21,0.0015739774,0.0025165766,0.0016935769,15,0.64968127,0.42288432,0.4260164
"(37, -80, -17)",37,-80,-17,0.0020867242,0.0021378365,0.0020444733,20,0.64933366,0.42275125,0.42644262
"(37, -80, -13)",37,-80,-13,0.0029287643,0.0018130402,0.0022272181,25,0.6492282,0.42274764,0.4269315
"(41, -80, -29)",41,-80,-29,0.0024544934,0.001733863,0.0011106448,5,0.64936024,0.42153198,0.42525387
"(41, -80, -25)",41,-80,-25,0.0022716464,0.0015866058,0.00134589,10,0.648741,0.42098695,0.42545122
"(41, -80, -21)",41,-80,-21,0.0022918908,0.0014938769,0.0014509358,15,0.6479957,0.42028892,0.42561886
"(41, -80, -17)",41,-80,-17,0.0024339159,0.0015142305,0.0015936164,20,0.6476009,0.41972455,0.42588687
"(41, -80, -13)",41,-80,-13,0.0029561839,0.0016328084,0.0016813789,25,0.64739794,0.41943866,0.42626274
